year,adj,noun
1890,fragrant,cloud
1890,fragrant,coffee
1890,scented,water
1890,perfumed,water
1890,perfumed,water
1890,scented,vine
1890,perfumed,breath
1891,perfumed,sea
1891,fragrant,darkness
1891,fragrant,flower
1891,fragrant,field
1891,fragrant,life
1891,fragrant,air
1891,fragrant,conquest
1891,fragrant,sweetness
1891,fragrant,boudoir
1891,fragrant,eve
1892,fragrant,beverage
1892,perfumed,oil
1892,fragrant,bloom
1892,perfumed,whisper
1892,fragrant,bunch
1892,scented,garden
1892,perfumed,soap
1892,perfumed,thing
1892,fragrant,tip
1892,perfumed,greenness
1892,fragrant,stream
1892,scented,valley
1892,perfumed,water
1892,fragrant,flower
1892,fragrant,shade
1892,fragrant,security
1892,perfumed,gloom
1892,fragrant,fir
1892,fragrant,fir
1892,fragrant,fir
1892,fragrant,glory
1892,fragrant,petal
1892,fragrant,smoke
1892,fragrant,yerba-buena
1892,perfumed,freshness
1892,fragrant,dream
1892,perfumed,air
1892,fragrant,immortelles
1892,fragrant,wooded
1892,fragrant,fire
1892,fragrant,grace
1892,fragrant,thing
1892,fragrant,wooded
1892,fragrant,gum
1893,perfumed,smoke
1893,perfumed,air
1893,perfumed,self
1893,perfumed,glove
1893,perfumed,glove
1893,scented,air
1893,fragrant,ground
1893,fragrant,birch
1893,scented,breath
1893,fragrant,blossom
1893,fragrant,shade
1893,fragrant,wind
1893,fragrant,thicket
1893,fragrant,kalmia
1893,fragrant,sassafras
1893,fragrant,vine
1893,fragrant,havana
1893,fragrant,tea
1893,fragrant,moisture
1893,perfumed,avalanche
1893,fragrant,steam
1893,scented,heliotrope
1893,scented,leaf
1893,fragrant,farewell
1894,fragrant,white
1894,fragrant,wood
1894,perfumed,uncle
1894,scented,hair
1894,fragrant,pine-tree
1894,fragrant,new
1894,scented,stream
1894,fragrant,hay
1894,sweet-smelling,incense
1894,scented,vine
1894,scented,rose
1894,fragrant,juniper
1894,fragrant,expression
1895,fragrant,shadow
1895,fragrant,wood
1895,scented,gale
1895,fragrant,wind
1895,scented,gale
1895,fragrant,slope
1895,perfumed,limb
1895,fragrant,zephyr
1895,perfumed,air
1895,fragrant,resin
1895,scented,soap
1895,scented,soap
1895,perfumed,field
1895,scented,lip
1895,perfumed,breeze
1895,fragrant,plant
1895,fragrant,soul
1895,fragrant,field
1895,perfumed,plant
1895,fragrant,flower
1895,fragrant,cheek
1895,fragrant,air
1895,fragrant,bloom
1896,fragrant,service
1896,perfumed,petal
1896,fragrant,wreath
1896,perfumed,breeze
1896,fragrant,spray
1896,perfumed,envelope
1896,fragrant,exotics
1896,fragrant,bell
1896,fragrant,bloom
1896,fragrant,posy
1896,fragrant,vapor
1896,fragrant,oil
1896,scented,drink
1896,scented,bloom
1896,perfumed,french
1896,fragrant,sward
1896,scented,breath
1896,perfumed,stationery
1896,fragrant,water
1896,scented,glove
1896,scented,air
1896,fragrant,burden
1896,scented,summer
1896,scented,smoke
1896,perfumed,opalescence
1896,fragrant,pink
1896,perfumed,shrub
1896,scented,breeze
1896,fragrant,sigh
1896,fragrant,grass
1896,fragrant,story
1896,scented,air
1896,fragrant,grass
1896,fragrant,tea
1896,scented,grass
1896,scented,grass
1896,fragrant,wind
1896,perfumed,petal
1896,scented,bud
1896,scented,satin
1896,scented,torch
1896,fragrant,air
1896,fragrant,evening
1896,perfumed,palm
1896,perfumed,calm
1896,perfumed,spray
1896,fragrant,rose
1896,scented,dusk
1896,fragrant,crowd
1896,fragrant,water-lily
1896,fragrant,space
1896,fragrant,bloom
1896,fragrant,bed
1897,fragrant,air
1897,fragrant,clover
1897,perfumed,vale
1897,perfumed,cushion
1897,fragrant,draught
1897,fragrant,urn
1897,scented,thorn
1897,perfumed,dress
1897,fragrant,linen
1897,scented,brooks
1897,fragrant,afternoon
1897,scented,summer
1897,sweet-smelling,pillow
1897,scented,leather
1897,fragrant,gum
1897,perfumed,bracelet
1897,fragrant,flower
1897,perfumed,gallant
1898,fragrant,lilac
1898,fragrant,meal
1898,perfumed,air
1898,fragrant,hair
1898,fragrant,cable
1898,fragrant,material
1898,fragrant,little
1898,fragrant,wintergreen
1898,fragrant,cloud
1898,sweet-smelling,pink
1898,scented,tea
1898,fragrant,deep
1898,fragrant,brush
1898,fragrant,tree
1898,scented,gallery
1898,fragrant,message
1898,fragrant,stretch
1898,sweet-smelling,herb
1898,fragrant,object
1898,fragrant,face
1898,fragrant,hill
1898,scented,luxury
1899,fragrant,confusion
1899,fragrant,flower
1899,scented,air
1899,fragrant,picture
1899,perfumed,lace
1899,perfumed,handkerchief
1899,perfumed,handkerchief
1899,fragrant,book
1899,fragrant,hillside
1899,fragrant,basket
1899,fragrant,personality
1899,fragrant,thing
1899,scented,summer
1899,fragrant,darkness
1899,scented,bloom
1899,scented,lime
1899,fragrant,honeysuckle
1899,fragrant,bloom
1899,fragrant,blossom
1899,scented,water
1900,fragrant,breath
1900,fragrant,nature
1900,fragrant,health
1900,fragrant,garden
1900,fragrant,cytherea
1900,scented,soap
1900,fragrant,odor
1900,fragrant,english
1900,sweet-smelling,flower
1900,scented,air
1900,fragrant,foot-bath
1900,fragrant,breath
1900,fragrant,night
1900,scented,content
1900,fragrant,shrub
1900,fragrant,night
1900,scented,flower
1900,perfumed,sanctity
1900,sweet-smelling,lime
1900,scented,pomatum
1900,fragrant,glen
1900,perfumed,missive
1900,fragrant,flower
1900,perfumed,glove
1900,scented,roof
1900,scented,floor
1900,fragrant,smoke
1901,fragrant,posy
1901,fragrant,strewings
1901,perfumed,chapel
1901,fragrant,oak
1901,fragrant,wreath
1901,scented,gum
1901,perfumed,oil
1901,perfumed,hair
1901,scented,water
1901,scented,water
1901,perfumed,oil
1901,perfumed,field
1902,perfumed,air
1902,sweet-smelling,cologne
1902,fragrant,promise
1902,fragrant,smoke
1902,scented,dusk
1902,fragrant,trailer
1902,fragrant,wax
1902,scented,spring
1902,fragrant,garden
1902,scented,box
1902,fragrant,night
1902,fragrant,bodice
1902,fragrant,silk
1902,scented,room
1902,perfumed,shower
1902,fragrant,java
1902,fragrant,springlike
1902,fragrant,loneliness
1902,fragrant,odor
1902,fragrant,pillow
1902,fragrant,dewy
1902,fragrant,incense
1902,fragrant,air
1902,fragrant,air
1902,fragrant,air
1902,fragrant,warmth
1902,fragrant,breathe
1902,fragrant,scent
1902,scented,grass
1902,fragrant,blossom
1902,fragrant,emerald
1902,fragrant,oil
1902,perfumed,wood
1902,scented,wood
1902,scented,forest
1902,fragrant,violet
1902,fragrant,lilac
1902,scented,odor
1902,fragrant,bath
1902,fragrant,odor
1902,perfumed,gallant
1902,fragrant,steam
1902,perfumed,note
1902,fragrant,julep
1902,perfumed,air
1902,fragrant,english
1902,scented,fan
1902,fragrant,bowers
1903,scented,silvery
1903,perfumed,emptiness
1903,fragrant,steam
1903,fragrant,flower
1903,fragrant,eddy
1903,fragrant,heart
1904,fragrant,lily
1904,perfumed,atmosphere
1904,fragrant,beverage
1904,fragrant,pine
1904,fragrant,wine
1904,sweet-smelling,herb
1904,fragrant,supper
1904,scented,lane
1904,scented,society
1904,fragrant,refuge
1904,scented,note
1905,scented,joy
1905,scented,hour
1905,fragrant,blossom
1905,scented,water
1905,fragrant,smell
1905,fragrant,lock
1905,fragrant,garden
1905,sweet-smelling,oil
1905,sweet-smelling,incense
1905,fragrant,grass
1905,fragrant,perfume
1905,sweet-smelling,musk
1905,scented,wind
1905,scented,grass
1905,fragrant,grass
1905,scented,breeze
1905,fragrant,breeze
1905,perfumed,day
1905,fragrant,hay
1905,fragrant,lavender
1906,scented,wind
1906,fragrant,tea
1906,scented,bad
1906,fragrant,cup
1906,fragrant,breath
1906,perfumed,tress
1906,perfumed,hair
1906,fragrant,room
1906,sweet-smelling,sponge
1906,perfumed,padding
1906,perfumed,night
1906,fragrant,air
1906,perfumed,lotus-bearing
1907,fragrant,cobweb
1907,scented,hedge
1907,scented,lime
1907,perfumed,wind
1907,fragrant,bud
1907,scented,sandal
1907,scented,paper
1907,fragrant,geranium
1907,fragrant,court
1907,scented,trouble
1907,scented,soap
1907,scented,soap
1907,scented,soap
1908,scented,sheet
1908,fragrant,harbinger
1908,fragrant,emblem
1908,fragrant,smell
1908,perfumed,silk
1908,perfumed,linen
1908,fragrant,hedge
1908,fragrant,path
1908,perfumed,water
1908,fragrant,flower
1908,fragrant,cluster
1908,fragrant,cedar
1908,sweet-smelling,pine
1908,fragrant,stillness
1908,scented,grass
1908,scented,june
1908,fragrant,thing
1909,scented,stationery
1909,scented,letter
1909,scented,moss
1909,scented,moss
1909,fragrant,extract
1909,scented,night
1909,fragrant,smoke
1909,fragrant,coffee
1909,perfumed,air
1909,fragrant,petal
1909,fragrant,night
1909,fragrant,sheet
1909,fragrant,white
1909,fragrant,heap
1909,fragrant,charm
1909,sweet-smelling,thing
1909,fragrant,spice
1909,fragrant,brown
1909,fragrant,pawpaws
1909,scented,trouble
1909,fragrant,branch
1909,fragrant,leaf
1909,scented,leaf
1909,sweet-smelling,spruce
1909,perfumed,notepaper
1909,fragrant,charm
1909,fragrant,whiff
1909,fragrant,haze
1909,fragrant,thicket
1909,fragrant,smoke
1909,fragrant,bark
1909,fragrant,dried
1909,fragrant,sage
1909,fragrant,silence
1909,fragrant,loveliness
1909,perfumed,night
1910,scented,sheet
1910,scented,dew
1910,perfumed,bath
1910,fragrant,forest
1910,scented,breath
1910,fragrant,silence
1910,fragrant,storm-wind
1910,fragrant,land
1910,sweet-smelling,grass
1910,fragrant,coffee
1910,scented,danger
1910,fragrant,coffee
1911,fragrant,havana
1911,fragrant,heart
1911,fragrant,shadow
1911,fragrant,darkness
1911,fragrant,pine
1911,fragrant,set
1911,fragrant,summer
1911,fragrant,darkness
1911,fragrant,smoke
1911,scented,room
1911,scented,shave
1911,fragrant,sheet
1911,fragrant,cloud
1911,fragrant,fold
1911,scented,air
1911,fragrant,taint
1912,fragrant,summer
1912,perfumed,air
1912,fragrant,breeze
1912,fragrant,coolness
1912,fragrant,beauty
1912,fragrant,mint
1912,perfumed,breath
1912,fragrant,cup
1912,scented,pink
1912,perfumed,freshness
1912,scented,glove
1912,fragrant,earth
1913,fragrant,smell
1913,fragrant,bloom
1913,scented,air
1913,scented,purple
1913,scented,grass
1913,perfumed,soap
1913,fragrant,brake
1913,fragrant,water-lily
1913,fragrant,heap
1913,scented,air
1913,scented,wind
1913,scented,dusk
1913,scented,breeze
1913,fragrant,past
1914,fragrant,incense
1914,perfumed,peony
1914,fragrant,bed
1914,perfumed,air
1914,perfumed,handkerchief
1914,perfumed,talcum
1914,fragrant,needle
1914,perfumed,breeze
1914,perfumed,alien
1914,sweet-smelling,flower
1914,perfumed,apache
1914,perfumed,lad
1914,fragrant,aroma
1914,scented,may
1914,fragrant,white
1914,fragrant,honeysuckle
1915,scented,possible
1915,fragrant,lemonade
1915,fragrant,breath
1915,scented,flower
1915,fragrant,pastime
1915,fragrant,roast
1916,scented,wood
1916,perfumed,thatthe
1916,scented,lace
1916,fragrant,hair
1916,fragrant,sea
1916,perfumed,sigh
1916,perfumed,dew
1916,sweet-smelling,soap-powder
1916,scented,powder
1917,perfumed,shade
1917,perfumed,shade
1917,fragrant,mass
1917,fragrant,border
1917,perfumed,breath
1917,perfumed,note
1917,fragrant,burden
1917,fragrant,pile
1917,fragrant,pitch
1917,scented,manuscript
1917,fragrant,hiss
1917,fragrant,stillness
1917,scented,glade
1917,fragrant,night
1917,fragrant,thread
1917,scented,garden
1917,fragrant,evening
1917,scented,rush
1917,scented,evening
1918,fragrant,rose
1918,scented,soap
1918,fragrant,blossom
1919,scented,danger
1919,fragrant,berry
1919,fragrant,smell
1919,fragrant,lilac
1919,fragrant,plume
1919,fragrant,smoke
1919,fragrant,smell
1919,fragrant,mist
1919,fragrant,herb
1919,scented,shadow
1919,scented,boudoir
1919,scented,breeze
1919,scented,earth
1919,scented,air
1919,fragrant,mass
1920,fragrant,blow
1920,fragrant,place
1920,sweet-smelling,dress
1920,fragrant,powder
1920,fragrant,summer
1920,perfumed,harriet
1920,scented,fume
1920,fragrant,moorish
1920,scented,bureau
1920,fragrant,immaculateness
1920,scented,hillside
1920,fragrant,springy
1920,fragrant,balsam
1920,fragrant,breath
1920,fragrant,nest
1920,fragrant,shrine
1920,fragrant,dew
1920,fragrant,soul
1920,fragrant,chalice
1920,fragrant,soul
1920,fragrant,basket
1920,fragrant,plume
1920,scented,lane
1920,fragrant,night
1920,fragrant,night
1920,scented,twilight
1920,fragrant,experience
1920,sweet-smelling,spice
1920,sweet-smelling,spice
1920,fragrant,silence
1920,scented,indian
1920,perfumed,token
1920,scented,romance
1920,perfumed,smoke
1920,scented,trophy
1920,scented,soap
1920,scented,powder
1920,fragrant,finger
1920,fragrant,smoke
1921,fragrant,sachet
1921,fragrant,liquid
1921,fragrant,treasure
1921,scented,fold
1921,fragrant,stain
1921,perfumed,cinch
1921,fragrant,cigar
1921,perfumed,fagots
1921,fragrant,garden
1921,fragrant,fire
1921,fragrant,bayberry
1921,fragrant,perfume
1921,fragrant,honeysuckle
1921,fragrant,wagonload
1921,fragrant,beauty
1921,fragrant,trail
1921,fragrant,morning
1921,perfumed,moustache
1921,scented,lace
1921,scented,sheet
1921,scented,note-paper
1921,scented,note-paper
1921,fragrant,flower
1921,perfumed,ribbon
1921,fragrant,flower
1921,fragrant,woman
1921,fragrant,silence
1921,scented,note
1921,scented,path
1921,fragrant,smell
1921,scented,pink
1921,fragrant,bloom
1921,fragrant,leaf
1921,fragrant,lane
1922,fragrant,coffee
1922,fragrant,green
1922,fragrant,blue
1922,perfumed,bridal
1922,scented,flannel
1922,scented,lace
1922,fragrant,smoke
1922,fragrant,draught
1922,fragrant,trap
1922,fragrant,amber
1922,fragrant,darkness
1922,fragrant,grass
1922,fragrant,field
1922,fragrant,bed
1922,fragrant,mixture
1922,scented,forest
1922,fragrant,evidence
1922,fragrant,witch
1922,scented,envelope
1922,fragrant,coffee
1922,perfumed,strand
1922,scented,night
1922,scented,tree
1922,scented,tree
1922,fragrant,embrace
1922,fragrant,presence
1922,fragrant,wood
1922,fragrant,pine
1922,perfumed,garment
1922,perfumed,garment
1922,fragrant,garden
1922,sweet-smelling,thing
1922,perfumed,hair
1922,perfumed,garment
1922,scented,envelope
1922,fragrant,contrast
1922,perfumed,garment
1922,perfumed,handkerchief
1922,scented,scrap
1922,perfumed,garment
1922,scented,humiliation
1922,fragrant,greenness
1922,scented,mountain
1922,perfumed,towel
1922,fragrant,desert
1922,scented,air
1922,fragrant,spike
1922,sweet-smelling,barricade
1922,fragrant,memory
1922,fragrant,dusk
1922,scented,kiss
1922,perfumed,morning
1922,fragrant,corn
1922,fragrant,kentucky
1922,scented,danger
1922,scented,oil
1922,scented,wind
1922,fragrant,smoke
1922,fragrant,smoke
1922,scented,soap
1922,fragrant,memory
1922,perfumed,air
1922,fragrant,case
1922,scented,bloom
1922,scented,breeze
1922,scented,star
1922,scented,hair
1922,fragrant,oil
1922,perfumed,snuff
1922,scented,fox
1922,sweet-smelling,timber
1922,scented,raiment
1922,fragrant,wild
1923,fragrant,flower
1923,scented,tea
1923,fragrant,balsam
1923,fragrant,tree
1923,scented,soap
1924,perfumed,axle-grease
1924,fragrant,tip
1925,scented,dish-water
1925,perfumed,fop
1925,fragrant,green
1928,perfumed,handkerchief
1928,perfumed,handkerchief
1929,perfumed,water
1929,perfumed,dandy
1930,perfumed,purity
1930,scented,cigarette
1930,fragrant,flower
1930,perfumed,dressmaker
1930,fragrant,smoke
1930,fragrant,hot
1930,fragrant,bloom
1930,fragrant,braid
1930,fragrant,girl
1930,fragrant,braid
1930,fragrant,parma
1930,perfumed,cigarette
1930,scented,air
1930,fragrant,wind
1930,fragrant,air
1930,fragrant,air
1930,fragrant,wind
1930,perfumed,dust
1930,scented,wind
1930,fragrant,torch
1930,perfumed,dust
1930,fragrant,timber
1931,sweet-smelling,needle
1931,perfumed,globe
1931,fragrant,yellow
1931,fragrant,mimosa
1931,fragrant,air
1931,fragrant,needle-strewn
1931,scented,toilet
1931,perfumed,handkerchief
1931,fragrant,pine
1931,fragrant,dream
1931,fragrant,paper
1931,fragrant,nearness
1931,sweet-smelling,grass
1931,scented,night
1931,fragrant,flower
1932,scented,money
1932,fragrant,wood
1932,scented,flood
1932,sweet-smelling,commonplacesof
1932,scented,harpoon
1932,fragrant,shadow
1932,fragrant,pine
1932,scented,blanket
1932,fragrant,hair
1932,scented,form
1932,fragrant,atmosphere
1932,fragrant,ash
1932,fragrant,warmth
1932,perfumed,cow
1932,perfumed,smiling
1932,fragrant,brown
1932,fragrant,liquid
1932,scented,lavender
1932,fragrant,strip
1932,fragrant,tangle
1933,scented,drama
1933,scented,flesh
1933,sweet-smelling,fat
1933,perfumed,eye
1933,fragrant,garden
1933,fragrant,garden
1934,scented,blackness
1934,fragrant,place
1934,fragrant,night
1934,fragrant,morning
1934,fragrant,smell
1934,perfumed,oil
1934,scented,water
1934,scented,head
1934,fragrant,girl
1934,scented,oil
1934,fragrant,morning
1934,scented,luxury
1934,fragrant,luxury
1934,scented,cigarette
1934,scented,cigarette
1934,scented,soap
1934,fragrant,luxury
1934,perfumed,girl
1934,sweet-smelling,rowan
1934,perfumed,breath
1934,fragrant,head
1934,perfumed,breath
1934,fragrant,lily
1935,fragrant,tea
1935,perfumed,camellia
1935,perfumed,hair
1935,perfumed,cigarette
1935,fragrant,leaf
1935,perfumed,oil
1935,fragrant,forkful
1935,perfumed,chamois
1935,perfumed,way
1935,sweet-smelling,dusk
1935,scented,bleach
1935,fragrant,glass.
1935,fragrant,mocha
1935,fragrant,garden
1935,scented,shoulder
1935,perfumed,depth
1936,scented,egyptian
1936,fragrant,mountain
1936,fragrant,rose
1936,fragrant,hair
1936,perfumed,cushion
1936,fragrant,bouquet
1936,perfumed,garment
1936,scented,body
1936,scented,evening
1936,scented,curl
1936,fragrant,steam
1936,sweet-smelling,dirt
1936,fragrant,smoke
1936,fragrant,tobacco
1937,fragrant,windrow
1937,fragrant,clover
1937,scented,air
1937,fragrant,yellow
1937,perfumed,prettiness
1938,sweet-smelling,shrub
1938,fragrant,bouquet
1938,sweet-smelling,shrub
1938,perfumed,powder
1938,sweet-smelling,box
1938,perfumed,handkerchief
1938,fragrant,apricot
1938,fragrant,place
1938,perfumed,gust
1939,fragrant,coffee
1939,fragrant,channel
1939,fragrant,wallflower
1939,sweet-smelling,flower
1939,fragrant,odor
1939,fragrant,april
1939,fragrant,coffee
1939,scented,island
1939,fragrant,smoothness
1940,perfumed,pekingese
1940,fragrant,aroma
1940,perfumed,child
1940,fragrant,air
1941,perfumed,salon
1941,fragrant,belly
1941,fragrant,belly
1941,fragrant,coffee
1941,fragrant,darkness
1941,fragrant,body
1941,fragrant,little
1941,fragrant,land
1941,perfumed,perspiration
1941,perfumed,night
1941,scented,organdy
1941,fragrant,cigar
1941,fragrant,mow
1942,fragrant,air
1942,fragrant,warmth
1942,fragrant,kind
1942,perfumed,warmth
1942,sweet-smelling,cardboard
1942,perfumed,bath
1942,scented,air
1943,fragrant,hearthbakedbread
1943,fragrant,bowl
1943,perfumed,woman
1943,fragrant,orrisroot
1943,fragrant,smoke
1943,fragrant,cloud
1943,fragrant,puff
1943,scented,soap
1943,perfumed,rag
1943,scented,rag
1943,sweet-smelling,warm
1943,sweet-smelling,cedar
1943,fragrant,ground
1943,fragrant,pine
1943,fragrant,leaf
1943,fragrant,bloom
1944,perfumed,dampness
1944,fragrant,boxes.
1944,perfumed,thatthe
1944,sweet-smelling,blossom
1944,scented,handkerchief
1944,fragrant,tobacco
1944,sweet-smelling,pine
1944,perfumed,light
1944,fragrant,homecured
1944,sweet-smelling,darkness
1944,sweet-smelling,meadow
1944,fragrant,canopy
1944,fragrant,shade
1944,scented,realm
1945,fragrant,lily
1945,fragrant,witchery
1945,fragrant,fluid
1945,fragrant,crop
1945,fragrant,arm
1945,scented,arbor
1945,perfumed,fume
1945,scented,lane
1945,scented,powdercaught
1945,scented,bath
1945,fragrant,domain
1945,perfumed,soap
1945,perfumed,charm
1945,sweet-smelling,rose
1946,fragrant,little
1946,scented,woman
1946,fragrant,field
1946,fragrant,sky
1946,fragrant,store
1946,fragrant,weed
1946,scented,flower
1946,sweet-smelling,shrubbery
1946,fragrant,oil
1946,perfumed,silk
1946,scented,soap
1946,scented,cheek
1946,fragrant,bath
1946,fragrant,pork
1946,sweet-smelling,shrub
1946,fragrant,sigh
1946,scented,woodland
1947,perfumed,disinfectant
1947,sweet-smelling,soap
1947,sweet-smelling,softened
1947,perfumed,hand
1947,fragrant,water
1947,scented,silk
1947,scented,gloom
1947,fragrant,silence
1947,scented,note
1947,fragrant,cleanliness
1947,fragrant,immaculateness
1948,perfumed,snuff
1948,scented,red
1948,fragrant,smoke
1948,fragrant,tea
1948,scented,soap
1948,scented,ionian
1948,perfumed,bath
1949,sweet-smelling,path
1949,sweet-smelling,oil
1949,perfumed,weight
1949,perfumed,wine
1949,fragrant,thing
1949,fragrant,smoke
1949,fragrant,food
1949,fragrant,food
1949,fragrant,air
1950,perfumed,epidermis
1950,sweet-smelling,salve
1951,perfumed,hell
1951,perfumed,air
1951,scented,doxy
1951,perfumed,dandy
1951,fragrant,smoke
1951,fragrant,bundle
1951,scented,morning
1951,scented,little
1952,fragrant,tunnel
1952,sweet-smelling,flower
1952,scented,perfume
1952,scented,air
1952,scented,green
1952,fragrant,flask
1952,fragrant,texas
1952,fragrant,mountainnight
1952,scented,darkness
1952,perfumed,sail
1952,scented,glue
1952,scented,room
1952,sweet-smelling,water
1952,fragrant,black
1953,sweet-smelling,cluster
1953,perfumed,wife
1953,fragrant,cigar
1953,fragrant,clothes
1953,scented,envelope
1953,fragrant,delight
1953,fragrant,odor
1953,fragrant,smell
1954,scented,flesh
1954,scented,yule
1954,fragrant,hair
1954,fragrant,herb
1954,scented,femininity
1954,fragrant,lady
1954,perfumed,cream
1954,scented,oil
1954,perfumed,bath
1954,scented,cyanide
1954,fragrant,lantana
1954,scented,warmth
1955,scented,sachet
1955,fragrant,tobacco
1955,fragrant,blackness
1955,sweet-smelling,straw
1955,scented,handkerchief
1955,perfumed,field
1955,perfumed,water
1955,scented,oil
1955,fragrant,weed
1956,fragrant,chowder
1956,perfumed,disgust
1956,perfumed,water
1956,scented,jar
1956,sweet-smelling,fir
1956,scented,dark
1956,sweet-smelling,brilliantine
1956,scented,sweet
1956,fragrant,flower
1956,fragrant,flower
1956,scented,paper
1956,fragrant,wild
1956,fragrant,onion
1957,fragrant,cavern
1957,sweet-smelling,farmhouse
1957,fragrant,gloom
1957,fragrant,clothes
1957,fragrant,garden
1957,fragrant,body
1957,scented,ground
1957,scented,whiteness
1957,fragrant,bed
1957,fragrant,tangerine
1957,perfumed,blanket
1958,fragrant,weed
1958,scented,hand
1958,sweet-smelling,wind
1958,scented,silence
1958,perfumed,murmur
1958,fragrant,endearment
1958,fragrant,fresh
1958,fragrant,norway
1958,fragrant,olive
1958,scented,water
1958,fragrant,norway
1959,scented,soap
1959,fragrant,dust
1959,fragrant,june
1959,fragrant,air
1959,perfumed,young
1959,perfumed,woman
1959,scented,gardenia
1959,perfumed,female
1959,fragrant,preparation
1959,perfumed,handkerchief
1959,scented,darkness
1959,fragrant,lesser
1960,scented,envelope
1960,fragrant,bread
1960,perfumed,catherine
1960,fragrant,aisle
1960,fragrant,flower
1960,scented,drop
1960,fragrant,skin
1960,fragrant,death
1960,fragrant,bloom
1960,fragrant,smoke
1960,scented,water
1961,fragrant,mole
1961,scented,air
1961,fragrant,hair
1961,fragrant,dust
1961,fragrant,panicles
1961,sweet-smelling,darling
1961,fragrant,rum
1961,perfumed,oil
1962,scented,lacquer
1962,sweet-smelling,witch
1962,perfumed,cotton
1962,fragrant,cloud
1963,perfumed,envelope
1963,perfumed,satin
1963,perfumed,water
1963,fragrant,steam
1963,perfumed,night
1963,sweet-smelling,lotion
1964,sweet-smelling,tall
1964,fragrant,shade
1964,scented,water
1964,fragrant,air
1964,fragrant,smell
1964,perfumed,will
1965,perfumed,run
1965,perfumed,noon
1965,fragrant,hill
1965,fragrant,muck
1965,perfumed,woman
1965,perfumed,insect
1965,scented,herb
1966,fragrant,little
1966,fragrant,juice
1966,fragrant,solidity
1966,fragrant,armpit
1966,fragrant,imprecise
1966,fragrant,garment
1966,scented,wine
1966,perfumed,wine
1966,perfumed,bedroom
1966,perfumed,soap
1966,perfumed,blue
1966,scented,handkerchief
1966,sweet-smelling,lilac
1966,perfumed,handkerchiefover
1966,scented,note
1967,fragrant,bouvardia
1967,fragrant,honeysuckle
1967,sweet-smelling,nurse
1967,fragrant,shade
1967,scented,shade
1967,fragrant,flower
1967,fragrant,terminal
1967,perfumed,octopoid
1967,scented,female
1967,sweet-smelling,tea
1967,scented,couch
1967,perfumed,water
1967,fragrant,garden
1968,fragrant,essence
1968,sweet-smelling,friend
1968,fragrant,cellar
1968,scented,field
1968,scented,handkerchief
1968,fragrant,half
1968,scented,rise
1968,fragrant,fruit
1968,fragrant,dusk
1969,perfumed,breath
1969,sweet-smelling,leaf
1969,scented,douche
1969,perfumed,paper
1969,sweet-smelling,cowboy
1970,fragrant,odor
1970,scented,soap
1970,perfumed,woman
1970,scented,smoke
1970,scented,silence
1970,fragrant,shrub
1970,perfumed,david
1970,perfumed,banality
1970,fragrant,petal
1970,scented,air
1970,perfumed,embrace
1970,fragrant,blue
1971,scented,cheroot
1971,scented,sweet
1971,scented,air
1971,perfumed,garden
1971,perfumed,garden
1971,scented,handkerchief
1971,scented,air
1971,perfumed,amber
1971,fragrant,pine
1972,perfumed,flesh
1972,fragrant,bowl
1972,scented,soap
1972,perfumed,air
1972,fragrant,wash
1972,scented,soap
1972,perfumed,cigarette
1972,fragrant,fruit
1972,scented,candle
1972,fragrant,smoke
1972,scented,soap
1973,fragrant,cigar
1973,sweet-smelling,night
1974,fragrant,earth
1974,scented,tree
1974,fragrant,mutton
1975,fragrant,verge
1975,sweet-smelling,breath
1975,fragrant,rest
1975,scented,water
1976,scented,heap
1976,perfumed,barge
1976,fragrant,sack
1976,perfumed,embrace
1976,perfumed,letter
1976,perfumed,fresh
1976,scented,air
1977,fragrant,darkness
1977,scented,hot
1977,fragrant,lamb
1977,scented,notepaper
1977,perfumed,dandy
1977,scented,water
1977,perfumed,water
1977,perfumed,wax
1977,fragrant,oil
1977,perfumed,content
1977,fragrant,wreath
1977,fragrant,aroma
1977,fragrant,bloom
1978,perfumed,note
1978,scented,note
1978,scented,danger
1978,perfumed,shithouse
1978,scented,steam
1979,fragrant,herb
1979,fragrant,hair
1979,fragrant,smell
1979,fragrant,meadow
1979,scented,back
1979,fragrant,bath
1979,sweet-smelling,body
1979,fragrant,part
1979,fragrant,part
1979,scented,hair
1979,sweet-smelling,herb
1979,fragrant,tree
1979,fragrant,glade
1979,fragrant,hair
1979,fragrant,odor
1980,fragrant,darkness
1980,fragrant,morning
1980,fragrant,german
1980,fragrant,log
1980,fragrant,fir
1980,perfumed,black
1980,perfumed,handkerchief
1980,scented,wind
1980,sweet-smelling,eucalyptus
1981,fragrant,grease
1981,scented,water
1981,scented,oil
1981,fragrant,face
1981,perfumed,sky
1981,perfumed,robe
1981,scented,belly
1981,sweet-smelling,girl
1981,scented,water
1981,scented,oil
1981,scented,sud
1982,perfumed,cloud
1982,perfumed,cloud
1982,perfumed,leather
1982,fragrant,green
1983,fragrant,smoke
1983,scented,oil
1983,fragrant,mai
1983,scented,ointment
1983,perfumed,soap
1983,perfumed,transvestite
1983,fragrant,dusty
1983,fragrant,smoke
1984,fragrant,blossom
1984,fragrant,garden
1984,sweet-smelling,ointment
1984,perfumed,silk
1984,fragrant,hair
1985,fragrant,island
1985,scented,pink
1985,scented,air
1985,fragrant,air
1985,fragrant,air
