year,adj,noun,period,category
1952,fragrant,texas,D,Navigation
1952,fragrant,mountainnight,D,NA
1952,scented,darkness,D,Worship
1952,perfumed,sail,D,Travel by water in/on a vessel
1952,scented,glue,D,Materials
1952,scented,room,D,Space
1952,sweet-smelling,water,D,Cleanness/dirtiness
1952,fragrant,black,D,Pertaining to colour
1953,sweet-smelling,cluster,D,Biology
1953,perfumed,wife,D,Family unit
1953,fragrant,cigar,D,"Use of drugs, poison"
1953,fragrant,clothes,D,Inhabited place
1953,scented,envelope,D,Correspondence
1953,fragrant,delight,D,Pleasure
1953,fragrant,odor,D,Smell/odour
1953,fragrant,smell,D,Smell/odour
1954,scented,flesh,D,People
1954,scented,yule,D,Specific festivities
1954,fragrant,hair,D,Extension in space
1954,fragrant,herb,D,Healing/cure
1954,scented,femininity,D,Person
1954,fragrant,lady,D,Person
1954,perfumed,cream,D,Food
1954,scented,oil,D,Food
1954,perfumed,bath,D,Relative position
1954,scented,cyanide,D,"Use of drugs, poison"
1954,fragrant,lantana,D,Particular plants
1954,scented,warmth,D,Properties of materials
1955,scented,sachet,D,Smell/odour
1955,fragrant,tobacco,D,Particular plants
1955,fragrant,blackness,D,Colour
1955,sweet-smelling,straw,D,Particular plants
1955,scented,handkerchief,D,Clothing
1955,perfumed,field,D,Knowledge
1955,perfumed,water,D,Cleanness/dirtiness
1955,scented,oil,D,Food
1955,fragrant,weed,D,Farm
1956,fragrant,chowder,D,Be food for
1956,perfumed,disgust,D,Hatred
1956,perfumed,water,D,Cleanness/dirtiness
1956,scented,jar,D,Hear
1956,sweet-smelling,fir,D,Particular plants
1956,scented,dark,D,Pertaining to sight/vision
1956,sweet-smelling,brilliantine,D,Textiles
1956,scented,sweet,D,Pertaining to behaviour
1956,fragrant,flower,D,Quality of being good
1956,fragrant,flower,D,Quality of being good
1956,scented,paper,D,Writing
1956,fragrant,wild,D,Of/pertaining to creation
1956,fragrant,onion,D,Particular plants
1957,fragrant,cavern,D,Land
1957,sweet-smelling,farmhouse,D,Farming
1957,fragrant,gloom,D,Be angry
1957,fragrant,clothes,D,Inhabited place
1957,fragrant,garden,D,Farming
1957,fragrant,body,D,The body
1957,scented,ground,D,Causation
1957,scented,whiteness,D,The body
1957,fragrant,bed,D,Put in bed/provide a bed for
1957,fragrant,tangerine,D,Particular plants
1957,perfumed,blanket,D,Relative position
1958,fragrant,weed,D,Farm
1958,scented,hand,D,Speech
1958,sweet-smelling,wind,D,Cause to have specific position/arrangement
1958,scented,silence,D,Speech
1958,perfumed,murmur,D,Hear
1958,fragrant,endearment,D,Love
1958,fragrant,fresh,D,Manner of action
1958,fragrant,norway,D,NA
1958,fragrant,olive,D,Particular plants
1958,scented,water,D,Cleanness/dirtiness
1958,fragrant,norway,D,NA
1959,scented,soap,D,Cleanness/dirtiness
1959,fragrant,dust,D,Importance
1959,fragrant,june,D,Period
1959,fragrant,air,D,Gas
1959,perfumed,young,D,Living creature
1959,perfumed,woman,D,Person
1959,scented,gardenia,D,Particular plants
1959,perfumed,female,D,Person
1959,fragrant,preparation,D,Undertaking
1959,perfumed,handkerchief,D,Clothing
1959,scented,darkness,D,Worship
1959,fragrant,lesser,D,Extending in space
1960,scented,envelope,D,Correspondence
1960,fragrant,bread,D,Food
1960,perfumed,catherine,D,Means of travel
1960,fragrant,aisle,D,Artefacts
1960,fragrant,flower,D,Quality of being good
1960,scented,drop,D,Liquid
1960,fragrant,skin,D,The body
1960,fragrant,death,D,Assail with missiles
1960,fragrant,bloom,D,Part of plant
1960,fragrant,smoke,D,Affect the senses
1960,scented,water,D,Cleanness/dirtiness
1961,fragrant,mole,D,Ill-health
1961,scented,air,D,Gas
1961,fragrant,hair,D,Extension in space
1961,fragrant,dust,D,Importance
1961,fragrant,panicles,D,NA
1961,sweet-smelling,darling,D,Love
1961,fragrant,rum,D,Drink
1961,perfumed,oil,D,Food
1962,scented,lacquer,D,Materials
1962,sweet-smelling,witch,D,Enchant/cast under spell
1962,perfumed,cotton,D,Textiles
1962,fragrant,cloud,D,"Atmosphere, weather"
1963,perfumed,envelope,D,Correspondence
1963,perfumed,satin,D,Textiles
1963,perfumed,water,D,Cleanness/dirtiness
1963,fragrant,steam,D,Liquid
1963,perfumed,night,D,Day and night
1963,sweet-smelling,lotion,D,Healing/cure
1964,sweet-smelling,tall,D,The body
1964,fragrant,shade,D,Existence
1964,scented,water,D,Cleanness/dirtiness
1964,fragrant,air,D,Gas
1964,fragrant,smell,D,Smell/odour
1964,perfumed,will,D,Wish/be disposed/inclined
1965,perfumed,run,D,Liquid
1965,perfumed,noon,D,Day and night
1965,fragrant,hill,D,Land
1965,fragrant,muck,D,Farming
1965,perfumed,woman,D,Person
1965,perfumed,insect,D,Animal body
1965,scented,herb,D,Healing/cure
1966,fragrant,little,D,Social class
1966,fragrant,juice,D,Part of plant
1966,fragrant,solidity,D,Virtue
1966,fragrant,armpit,D,The body
1966,fragrant,imprecise,D,Pertaining to the Arts
1966,fragrant,garment,D,Clothing
1966,scented,wine,D,Drink
1966,perfumed,wine,D,Drink
1966,perfumed,bedroom,D,Inhabited place
1966,perfumed,soap,D,Cleanness/dirtiness
1966,perfumed,blue,D,Pertaining to colour
1966,scented,handkerchief,D,Clothing
1966,sweet-smelling,lilac,D,Particular plants
1966,perfumed,handkerchiefover,D,NA
1966,scented,note,D,Take notice of
1967,fragrant,bouvardia,D,Particular plants
1967,fragrant,honeysuckle,D,Particular plants
1967,sweet-smelling,nurse,D,Upbringing
1967,fragrant,shade,D,Existence
1967,scented,shade,D,Existence
1967,fragrant,flower,D,Quality of being good
1967,fragrant,terminal,D,Placeable/usable in more than one position
1967,perfumed,octopoid,D,NA
1967,scented,female,D,Person
1967,sweet-smelling,tea,D,Particular plants
1967,scented,couch,D,Inhabited place
1967,perfumed,water,D,Cleanness/dirtiness
1967,fragrant,garden,D,Farming
1968,fragrant,essence,D,Existence
1968,sweet-smelling,friend,D,Love
1968,fragrant,cellar,D,Inhabited place
1968,scented,field,D,Knowledge
1968,scented,handkerchief,D,Clothing
1968,fragrant,half,D,In respect of quantity
1968,scented,rise,D,Be unsubmissive
1968,fragrant,fruit,D,Plants
1968,fragrant,dusk,D,Light
1969,perfumed,breath,D,Source/principle of life
1969,sweet-smelling,leaf,D,Relative position
1969,scented,douche,D,Cleanness/dirtiness
1969,perfumed,paper,D,Writing
1969,sweet-smelling,cowboy,D,Farming
1970,fragrant,odor,D,Smell/odour
1970,scented,soap,D,Cleanness/dirtiness
1970,perfumed,woman,D,Person
1970,scented,smoke,D,Affect the senses
1970,scented,silence,D,Speech
1970,fragrant,shrub,D,Drink
1970,perfumed,david,D,NA
1970,perfumed,banality,D,Behaviour
1970,fragrant,petal,D,Part of plant
1970,scented,air,D,Gas
1970,perfumed,embrace,D,Cause to have specific position/arrangement
1970,fragrant,blue,D,Pertaining to colour
1971,scented,cheroot,E,"Use of drugs, poison"
1971,scented,sweet,E,Pertaining to behaviour
1971,scented,air,E,Gas
1971,perfumed,garden,E,Farming
1971,perfumed,garden,E,Farming
1971,scented,handkerchief,E,Clothing
1971,scented,air,E,Gas
1971,perfumed,amber,E,Minerals
1971,fragrant,pine,E,Suffering
1972,perfumed,flesh,E,People
1972,fragrant,bowl,E,Shape
1972,scented,soap,E,Cleanness/dirtiness
1972,perfumed,air,E,Gas
1972,fragrant,wash,E,Wash oneself
1972,scented,soap,E,Cleanness/dirtiness
1972,perfumed,cigarette,E,"Use of drugs, poison"
1972,fragrant,fruit,E,Plants
1972,scented,candle,E,Artefacts
1972,fragrant,smoke,E,Affect the senses
1972,scented,soap,E,Cleanness/dirtiness
1973,fragrant,cigar,E,"Use of drugs, poison"
1973,sweet-smelling,night,E,Day and night
1974,fragrant,earth,E,Land
1974,scented,tree,E,Kinship/relationship
1974,fragrant,mutton,E,Food
1975,fragrant,verge,E,Relative position
1975,sweet-smelling,breath,E,Source/principle of life
1975,fragrant,rest,E,Be positioned/situated
1975,scented,water,E,Cleanness/dirtiness
1976,scented,heap,E,Suffer mental pain
1976,perfumed,barge,E,Navigation
1976,fragrant,sack,E,Measurement
1976,perfumed,embrace,E,Cause to have specific position/arrangement
1976,perfumed,letter,E,Writing
1976,perfumed,fresh,E,Manner of action
1976,scented,air,E,Gas
1977,fragrant,darkness,E,Worship
1977,scented,hot,E,Angry
1977,fragrant,lamb,E,Food
1977,scented,notepaper,E,Writing
1977,perfumed,dandy,E,Fashionableness
1977,scented,water,E,Cleanness/dirtiness
1977,perfumed,water,E,Cleanness/dirtiness
1977,perfumed,wax,E,Change
1977,fragrant,oil,E,Food
1977,perfumed,content,E,Pleasurable
1977,fragrant,wreath,E,Farming
1977,fragrant,aroma,E,Food
1977,fragrant,bloom,E,Part of plant
1978,perfumed,note,E,Take notice of
1978,scented,note,E,Take notice of
1978,scented,danger,E,Harm/detriment
1978,perfumed,shithouse,E,Cleanness/dirtiness
1978,scented,steam,E,Liquid
1979,fragrant,herb,E,Healing/cure
1979,fragrant,hair,E,Extension in space
1979,fragrant,smell,E,Smell/odour
1979,fragrant,meadow,E,Land
1979,scented,back,E,The body
1979,fragrant,bath,E,Relative position
1979,sweet-smelling,body,E,The body
1979,fragrant,part,E,Form/make into a whole
1979,fragrant,part,E,Form/make into a whole
1979,scented,hair,E,Extension in space
1979,sweet-smelling,herb,E,Healing/cure
1979,fragrant,tree,E,Kinship/relationship
1979,fragrant,glade,E,Land
1979,fragrant,hair,E,Extension in space
1979,fragrant,odor,E,Smell/odour
1980,fragrant,darkness,E,Worship
1980,fragrant,morning,E,Day and night
1980,fragrant,german,E,Related
1980,fragrant,log,E,Materials
1980,fragrant,fir,E,Particular plants
1980,perfumed,black,E,Pertaining to colour
1980,perfumed,handkerchief,E,Clothing
1980,scented,wind,E,Cause to have specific position/arrangement
1980,sweet-smelling,eucalyptus,E,Particular plants
1981,fragrant,grease,E,Constitution of matter
1981,scented,water,E,Cleanness/dirtiness
1981,scented,oil,E,Food
1981,fragrant,face,E,The body
1981,perfumed,sky,E,Deity
1981,perfumed,robe,E,Clothing
1981,scented,belly,E,The body
1981,sweet-smelling,girl,E,Person
1981,scented,water,E,Cleanness/dirtiness
1981,scented,oil,E,Food
1981,scented,sud,E,Gas
1982,perfumed,cloud,E,"Atmosphere, weather"
1982,perfumed,cloud,E,"Atmosphere, weather"
1982,perfumed,leather,E,Develop (a region) industrially
1982,fragrant,green,E,Land
1983,fragrant,smoke,E,Affect the senses
1983,scented,oil,E,Food
1983,fragrant,mai,E,NA
1983,scented,ointment,E,Healing/cure
1983,perfumed,soap,E,Cleanness/dirtiness
1983,perfumed,transvestite,E,Sexual relations
1983,fragrant,dusty,E,Important
1983,fragrant,smoke,E,Affect the senses
1984,fragrant,blossom,E,NA
1984,fragrant,garden,E,Farming
1984,sweet-smelling,ointment,E,Healing/cure
1984,perfumed,silk,E,Textiles
1984,fragrant,hair,E,Extension in space
1985,fragrant,island,E,Land
1985,scented,pink,E,Navigation
1985,scented,air,E,Gas
1985,fragrant,air,E,Gas
1985,fragrant,air,E,Gas
1985,scented,breeze,E,"Atmosphere, weather"
1986,sweet-smelling,breath,E,Source/principle of life
1986,fragrant,straw,E,Particular plants
1986,perfumed,air,E,Gas
1986,fragrant,august,E,Having/showing esteem
1986,fragrant,old,E,Of/pertaining to the past/passed away/gone
1986,fragrant,promise,E,Speech
1986,fragrant,memento,E,Worship
1986,scented,air,E,Gas
1986,perfumed,soap,E,Cleanness/dirtiness
1987,fragrant,heat,E,Passion
1987,fragrant,oil,E,Food
1987,perfumed,oil,E,Food
1987,fragrant,white,E,Make white
1987,fragrant,grass,E,Farming
1987,scented,candle,E,Artefacts
1987,fragrant,stream,E,Quantity
1987,fragrant,brush,E,Materials
1987,fragrant,water,E,Cleanness/dirtiness
1988,fragrant,tea,E,Particular plants
1988,fragrant,stalk,E,Part of plant
1988,scented,letter,E,Writing
1988,scented,wine,E,Drink
1989,fragrant,red,E,The body
1989,fragrant,haystack,E,Farming
1989,scented,negligee,E,Clothing
1989,perfumed,woman,E,Person
1989,sweet-smelling,smoke,E,Affect the senses
1989,perfumed,hair,E,Extension in space
1989,scented,prey,E,Animals hunted
1989,scented,soap,E,Cleanness/dirtiness
1992,fragrant,mint,F,Speak/say/utter
1992,fragrant,wad,F,Fire (a gun)
1992,sweet-smelling,straw,F,Particular plants
1992,sweet-smelling,stream,F,Quantity
1992,fragrant,bouquet,F,Farming
1992,fragrant,eden,F,Pleasure
1992,perfumed,card,F,Entertainment
1992,perfumed,comforter,F,Pleasure
1992,fragrant,girl,F,Person
1992,perfumed,ointment,F,Healing/cure
1993,fragrant,white,F,Make white
1993,perfumed,silk,F,Textiles
1993,perfumed,water,F,Cleanness/dirtiness
1993,fragrant,hedge,F,Safety
1993,fragrant,mouse,F,Hunt
1993,fragrant,allure,F,Motivate
1993,fragrant,tropical,F,The universe
1993,fragrant,joint,F,The body
1993,fragrant,offer,F,Give
1993,scented,candle,F,Artefacts
1993,fragrant,air,F,Gas
1993,fragrant,juniper,F,Particular plants
1993,fragrant,air,F,Gas
1993,fragrant,dish,F,Food
1993,sweet-smelling,wood,F,Materials
1993,fragrant,tea,F,Particular plants
1993,sweet-smelling,white,F,Make white
1993,scented,greenery,F,Farming
1993,scented,candle,F,Artefacts
1993,scented,soap,F,Cleanness/dirtiness
1993,fragrant,hot,F,Angry
1993,fragrant,friend,F,Love
1993,fragrant,moss,F,Particular plants
1993,fragrant,wreath,F,Farming
1993,fragrant,brown,F,Pertaining to colour
1993,fragrant,lavender,F,Particular plants
1993,fragrant,blossom,F,NA
1993,fragrant,steam,F,Liquid
1993,fragrant,clothespress,F,Inhabited place
1993,scented,candle,F,Artefacts
1993,scented,sachet,F,Smell/odour
1993,fragrant,chicken,F,Person
1993,scented,frond,F,Part of plant
1993,sweet-smelling,wooden,F,Pertaining to material worked with/upon
1993,fragrant,summer,F,Period
1993,scented,sheet,F,Navigation
1993,perfumed,flower,F,Quality of being good
1993,fragrant,homemade,F,Inhabited
1993,fragrant,round,F,The body
1993,fragrant,irish,F,Nations
1993,scented,water,F,Cleanness/dirtiness
1993,fragrant,hot,F,Angry
1993,fragrant,stem,F,Travel by water in/on a vessel
1993,fragrant,field,F,Knowledge
1994,scented,oil,F,Food
1994,fragrant,wrigley,F,NA
1994,fragrant,tree,F,Kinship/relationship
1994,sweet-smelling,hay,F,Dancing
1994,fragrant,clean-u-lichen,F,NA
1994,scented,water,F,Cleanness/dirtiness
1994,sweet-smelling,base,F,Relative position
1995,fragrant,liquor,F,Drink
1995,sweet-smelling,dust,F,Importance
1995,perfumed,slipstream,F,Water
1995,scented,smoke,F,Affect the senses
1995,fragrant,humidity,F,Liquid
1995,scented,water,F,Cleanness/dirtiness
1995,fragrant,cigarette,F,"Use of drugs, poison"
1995,scented,moss,F,Particular plants
1995,scented,candle-darkness,F,NA
1996,scented,oil,F,Food
1996,fragrant,mock-orange,F,Particular plants
1996,scented,cat,F,Inferiority/baseness
1996,perfumed,smell,F,Smell/odour
1996,scented,air,F,Gas
1996,perfumed,skin,F,The body
1997,perfumed,room,F,Space
1997,sweet-smelling,blossom,F,NA
1997,fragrant,steam,F,Liquid
1997,fragrant,perfection,F,Quality of being good
1997,scented,candle,F,Artefacts
1997,sweet-smelling,beauty,F,Beauty
1997,fragrant,night,F,Day and night
1997,fragrant,black,F,Pertaining to colour
1997,perfumed,new,F,New
1997,scented,water,F,Cleanness/dirtiness
1997,sweet-smelling,waxy,F,Capable of emotional perception/experience
1998,scented,bath,F,Relative position
1998,scented,rainwater,F,"Atmosphere, weather"
1998,scented,cloud,F,"Atmosphere, weather"
1998,fragrant,clump,F,Plants collectively
1998,perfumed,cream,F,Food
1998,perfumed,lair,F,Farming
1998,fragrant,english,F,Translate
1998,fragrant,odor,F,Smell/odour
1998,fragrant,shiver,F,Create/make/bring about
1998,fragrant,cup,F,Suffering
1998,fragrant,morning,F,Day and night
1998,fragrant,black,F,Pertaining to colour
1998,fragrant,apple,F,Particular plants
1998,perfumed,laundry,F,Cleanness/dirtiness
1998,fragrant,incense,F,Smell/odour
1998,fragrant,smoke,F,Affect the senses
1999,fragrant,harbor,F,Inhabited place
1999,fragrant,wand,F,Materials
1999,fragrant,canopy,F,Inhabited place
1999,fragrant,fire,F,Properties of materials
1999,fragrant,cup,F,Suffering
1999,perfumed,tangle,F,Render immobile
1999,perfumed,rosy,F,Pertaining to colour
1999,scented,lunar,F,The universe
1999,fragrant,blend,F,Constitute a whole
1999,fragrant,shadow,F,Physics
1999,scented,electrolyte,F,Chemistry
1999,scented,blur,F,Contempt
1999,fragrant,air,F,Gas
1999,perfumed,warmth,F,Properties of materials
1999,fragrant,cloth,F,Inhabited place
1999,scented,smoke,F,Affect the senses
1999,scented,bath,F,Relative position
1999,perfumed,oil,F,Food
1999,perfumed,handkerchief,F,Clothing
1999,fragrant,dark,F,Pertaining to sight/vision
2000,fragrant,potpourri,F,Smell/odour
2000,scented,wood,F,Materials
2000,fragrant,tub,F,Food
2000,scented,solitude,F,Social relations
2000,fragrant,water,F,Cleanness/dirtiness
2000,fragrant,bedding,F,Relative position
2000,fragrant,ghost,F,Supernatural being
2000,scented,evening,F,Day and night
2000,fragrant,bank,F,Land
2000,perfumed,self,F,Behaviour
2000,scented,potion,F,Healing/cure
2000,scented,darkness,F,Worship
2001,fragrant,tea,F,Particular plants
2001,fragrant,smell,F,Smell/odour
2001,fragrant,smother,F,Come by death
2001,scented,garland,F,Farming
2001,scented,air,F,Gas
2001,sweet-smelling,hay,F,Dancing
2001,fragrant,flower,F,Quality of being good
2001,perfumed,cheek,F,Farming
2001,perfumed,air,F,Gas
2001,sweet-smelling,sweat,F,The body
2001,sweet-smelling,mist,F,Liquid
2001,scented,soap,F,Cleanness/dirtiness
2001,perfumed,water,F,Cleanness/dirtiness
2001,scented,slipstream,F,Water
2001,sweet-smelling,sandalwood,F,Particular plants
2001,scented,hair,F,Extension in space
2001,perfumed,shoulder,F,Impact upon/against
2001,perfumed,cloud,F,"Atmosphere, weather"
2001,perfumed,cloud,F,"Atmosphere, weather"
2001,perfumed,stationery,F,Pertaining to writing
2001,fragrant,air,F,Gas
2001,perfumed,pine,F,Suffering
2001,perfumed,water,F,Cleanness/dirtiness
2002,fragrant,juniper,F,Particular plants
2002,fragrant,juniper,F,Particular plants
2002,fragrant,arm,F,Of armour: protect
2002,sweet-smelling,water,F,Cleanness/dirtiness
2002,perfumed,handkerchief,F,Clothing
2002,fragrant,ambrosia,F,Food
2002,scented,air,F,Gas
2002,perfumed,interior,F,Placeable/usable in more than one position
2002,fragrant,cotton,F,Textiles
2002,fragrant,word,F,NA
2002,scented,candle,F,Artefacts
2002,fragrant,summer,F,Period
2002,perfumed,tea,F,Particular plants
2003,scented,lip,F,Ill-health
2003,perfumed,fingertip,F,The body
2003,fragrant,pot,F,Equipment
2003,sweet-smelling,tobacco,F,Particular plants
2003,fragrant,breast,F,Food
2003,scented,geranium,F,Particular plants
2003,perfumed,linen,F,Textiles
2003,fragrant,trade,F,Occupation and work
2003,fragrant,coconut,F,Particular plants
2003,fragrant,hair,F,Extension in space
2003,scented,soap,F,Cleanness/dirtiness
2003,perfumed,darkness,F,Worship
2003,fragrant,steam,F,Liquid
2003,perfumed,bath,F,Relative position
2003,sweet-smelling,grass,F,Farming
2003,scented,tissue,F,Textiles
2003,scented,wax,F,Change
2003,sweet-smelling,clay,F,Structure of the earth
2004,fragrant,wildflowers,F,NA
2004,scented,white,F,Make white
2004,fragrant,year,F,Period
2004,fragrant,oil,F,Food
2004,fragrant,aroma,F,Food
2004,fragrant,white,F,Make white
2004,scented,candle,F,Artefacts
2004,fragrant,breeze,F,"Atmosphere, weather"
2004,scented,one,F,Kind/sort
2004,perfumed,oil,F,Food
2004,scented,candle,F,Artefacts
2004,sweet-smelling,stuff,F,Be food for
2004,fragrant,oil,F,Food
2004,sweet-smelling,son,F,Relationship
2004,perfumed,sea,F,Quantity
2004,perfumed,sea,F,Quantity
2004,perfumed,sea,F,Quantity
2005,scented,air,F,Gas
2005,sweet-smelling,incense,F,Smell/odour
2005,perfumed,boy,F,Person
2005,fragrant,liquid,F,Liquid phase
2005,sweet-smelling,herb,F,Healing/cure
2005,perfumed,blend,F,Constitute a whole
2005,scented,coconut,F,Particular plants
2005,sweet-smelling,little,F,Social class
2005,fragrant,breeze,F,"Atmosphere, weather"
2005,fragrant,grass,F,Farming
2005,scented,goodness,F,Quality of being good
2005,fragrant,evaporate,F,Gas
2006,scented,air,F,Gas
2006,scented,wood,F,Materials
2006,sweet-smelling,pubic,F,The body
2006,sweet-smelling,cloud,F,"Atmosphere, weather"
2006,fragrant,pink,F,Navigation
2006,scented,jasmine,F,Particular plants
2006,fragrant,place,F,Place
2006,scented,candle,F,Artefacts
2006,fragrant,flower,F,Quality of being good
2006,fragrant,tea,F,Particular plants
2006,perfumed,wrist,F,The body
2006,fragrant,tree,F,Kinship/relationship
2006,fragrant,bush,F,By growth/development
2006,scented,soap,F,Cleanness/dirtiness
2006,fragrant,air,F,Gas
2006,fragrant,wild,F,Of/pertaining to creation
2006,perfumed,breath,F,Source/principle of life
2007,perfumed,soap,F,Cleanness/dirtiness
2007,perfumed,summer,F,Period
2007,perfumed,old,F,Of/pertaining to the past/passed away/gone
2007,perfumed,cream,F,Food
2007,fragrant,air,F,Gas
2007,fragrant,goddess,F,Deity
2007,fragrant,goddess,F,Deity
2007,fragrant,goddess,F,Deity
2007,fragrant,goddess,F,Deity
2007,fragrant,goddess,F,Deity
2007,fragrant,goddess,F,Deity
2007,fragrant,bread,F,Food
2007,scented,candle,F,Artefacts
2008,scented,oil,F,Food
2008,sweet-smelling,field,F,Knowledge
2008,fragrant,moist,F,Of/pertaining to part of plant
2008,fragrant,smell,F,Smell/odour
2008,sweet-smelling,pillow,F,Cause to have specific position/arrangement
2008,fragrant,smell,F,Smell/odour
2008,scented,handkerchief,F,Clothing
2009,scented,white,F,Make white
2009,sweet-smelling,flower,F,Quality of being good
2009,fragrant,bay,F,Of/pertaining to mammals
2009,scented,candle,F,Artefacts
2009,scented,evening,F,Day and night
2009,fragrant,smoke,F,Affect the senses
2009,fragrant,pale,F,The body
2009,perfumed,attacker,F,Harm/detriment
1823,fragrant,phlox,A,Particular plants
1825,perfumed,atmosphere,A,"Atmosphere, weather"
1828,scented,red,A,The body
1829,fragrant,wind,A,Cause to have specific position/arrangement
1832,fragrant,breath,A,Source/principle of life
1832,perfumed,garden,A,Farming
1835,fragrant,blossom,A,NA
1835,fragrant,tribute,A,Fees and taxes
1838,fragrant,breath,A,Source/principle of life
1840,perfumed,bowers,A,NA
1841,fragrant,air,A,Gas
1843,fragrant,incense,A,Smell/odour
1845,perfumed,island,A,Land
1850,scented,herb,B,Healing/cure
1851,fragrant,buckwheat,B,Food
1851,fragrant,memory,B,Memory
1853,fragrant,flower,B,Quality of being good
1853,fragrant,weed,B,Farm
1853,fragrant,virtue,B,Virtue
1853,fragrant,flower,B,Quality of being good
1854,scented,air,B,Gas
1854,perfumed,liquid,B,Liquid phase
1855,fragrant,herhs,B,NA
1855,fragrant,herb,B,Healing/cure
1855,fragrant,content,B,Pleasurable
1855,fragrant,drink,B,Drink to excess
1855,fragrant,balm,B,Healing/cure
1855,fragrant,decoction,B,Food
1855,fragrant,flower,B,Quality of being good
1855,perfumed,lock,B,Water
1856,fragrant,blossom,B,NA
1856,fragrant,exhalation,B,Gas
1857,fragrant,shrine,B,Death
1857,fragrant,plant,B,Furnish with inhabitants
1857,scented,tea,B,Particular plants
1857,fragrant,petal,B,Part of plant
1858,fragrant,birch,B,Punishment
1858,perfumed,,B,NA
1859,perfumed,one,B,Kind/sort
1862,fragrant,coolness,B,Behaviour
1863,fragrant,berry,B,Be food for
1863,fragrant,bed,B,Put in bed/provide a bed for
1864,perfumed,flower,B,Quality of being good
1864,perfumed,wind,B,Cause to have specific position/arrangement
1864,fragrant,tree,B,Kinship/relationship
1864,fragrant,breath,B,Source/principle of life
1864,fragrant,atmosphere,B,"Atmosphere, weather"
1864,fragrant,flower,B,Quality of being good
1865,fragrant,memory,B,Memory
1865,fragrant,lamp,B,Light
1865,perfumed,air,B,Gas
1866,perfumed,weapon,B,Military equipment
1866,scented,atmosphere,B,"Atmosphere, weather"
1866,fragrant,eglantine,B,Particular plants
1868,fragrant,tobacco,B,Particular plants
1868,fragrant,odor,B,Smell/odour
1869,perfumed,beauty,B,Beauty
1870,scented,mixture,B,Wholeness
1870,fragrant,globe,B,Shape
1870,fragrant,smoke,B,Affect the senses
1872,perfumed,dandy,B,Fashionableness
1872,fragrant,weed,B,Farm
1873,fragrant,hyson,B,Drink
1873,fragrant,blossom,B,NA
1873,fragrant,pine,B,Suffering
1874,fragrant,oil,B,Food
1875,fragrant,spire,B,Particular plants
1875,fragrant,milky,B,Pertaining to colour
1875,fragrant,steam,B,Liquid
1876,perfumed,napkin,B,Food
1876,sweet-smelling,soap,B,Cleanness/dirtiness
1876,fragrant,coffee,B,Drink
1876,fragrant,myrtle,B,Particular plants
1876,fragrant,orchard,B,Farming
1876,fragrant,freshness,B,Cleanness/dirtiness
1876,fragrant,pine,B,Suffering
1877,perfumed,hay,B,Dancing
1877,scented,byway,B,Means of travel
1877,fragrant,bed,B,Put in bed/provide a bed for
1877,fragrant,hay,B,Dancing
1877,fragrant,flower,B,Quality of being good
1878,fragrant,crystal,B,Mineral
1879,fragrant,beverage,B,Drink
1880,fragrant,draught,B,Drink
1881,fragrant,flower,B,Quality of being good
1882,fragrant,garden,B,Farming
1882,fragrant,jessamine,B,Fashionable
1882,fragrant,jessamine,B,Fashionable
1883,fragrant,orange,B,Particular plants
1883,fragrant,cup,B,Suffering
1884,fragrant,hay,B,Dancing
1885,fragrant,suburb,B,Relative position
1885,fragrant,cargo,B,Navigation
1885,fragrant,gale,B,"Atmosphere, weather"
1885,fragrant,air,B,Gas
1887,fragrant,blossom,B,NA
1887,fragrant,clover,B,Particular plants
1888,fragrant,fern,B,Equipment
1888,fragrant,wreath,B,Farming
1889,fragrant,burden,B,Transport
1890,fragrant,bunch,B,Ill-health
1890,fragrant,bower,B,Inhabited place
1891,fragrant,wild,C,Of/pertaining to creation
1891,fragrant,birch,C,Punishment
1893,fragrant,shell,C,Relative position
1893,fragrant,sauce,C,Food
1893,fragrant,odor,C,Smell/odour
1894,fragrant,lace,C,Equipment
1894,fragrant,burden,C,Transport
1895,perfumed,lady,C,Person
1895,fragrant,bed,C,Put in bed/provide a bed for
1896,fragrant,sandal,C,Clothing
1897,perfumed,breath,C,Source/principle of life
1898,fragrant,wood,C,Materials
1899,scented,forest,C,Hunting
1899,scented,danger,C,Harm/detriment
1899,fragrant,sentence,C,Administration of justice
1900,fragrant,mug,C,Drink
1900,fragrant,memory,C,Memory
1902,fragrant,hower,C,NA
1902,fragrant,rose,C,Beauty
1902,scented,bloom,C,Part of plant
1903,fragrant,leaf,C,Relative position
1903,fragrant,aroma,C,Food
1903,fragrant,violet,C,Particular plants
1904,fragrant,purple,C,Clothing
1904,scented,goldenrod,C,Particular plants
1905,scented,soap,C,Cleanness/dirtiness
1905,fragrant,tea,C,Particular plants
1905,fragrant,sigh,C,The body
1905,perfumed,tea,C,Particular plants
1905,scented,soap,C,Cleanness/dirtiness
1906,fragrant,fir,C,Particular plants
1906,fragrant,load,C,Transport
1906,fragrant,fluid,C,Fluids
1907,fragrant,short,C,The Arts
1908,fragrant,steam,C,Liquid
1908,fragrant,petal,C,Part of plant
1909,fragrant,air,C,Gas
1909,fragrant,incense,C,Smell/odour
1909,fragrant,flower,C,Quality of being good
1909,fragrant,wind,C,Cause to have specific position/arrangement
1910,fragrant,hay,C,Dancing
1910,fragrant,chip,C,Quantity
