"","token","freq","target","unique","stopword"
"2479","purchase",2,"cl",1,1
"2480","pure",2,"cl",1,0
"2481","purity",2,"cl",1,0
"2482","purpose",4,"cl",0,0
"4843","purpose",4,"co",0,0
"2483","purposes",2,"cl",1,1
"2484","pursue",2,"cl",1,0
"2485","push",2,"cl",1,0
"2486","pushed",2,"cl",1,0
"2487","put",100,"cl",0,0
"4845","put",22,"co",0,0
"2488","puts",6,"cl",1,0
"2489","putting",22,"cl",0,0
"4846","putting",7,"co",0,1
"2490","PyCharm",6,"cl",1,0
"2491","Python",10,"cl",1,0
"2492","q",2,"cl",1,0
"2493","qualitative",8,"cl",0,0
"4848","qualitative",4,"co",0,0
"2494","quality",4,"cl",1,0
"2495","quantitative",8,"cl",0,0
"4849","quantitative",4,"co",0,0
"2496","quarry",2,"cl",1,0
"2497","quarter",4,"cl",1,0
"2498","quarterly",2,"cl",1,0
"2499","quate",2,"cl",1,0
"2500","queen",2,"cl",1,0
"2501","query",12,"cl",1,1
"2502","quest",2,"cl",1,0
"2503","question",50,"cl",0,0
"4850","question",9,"co",0,0
"2504","questions",34,"cl",0,0
"4853","questions",3,"co",0,0
"2505","quetiapine",2,"cl",1,0
"2506","quick",10,"cl",0,0
"4854","quick",2,"co",0,0
"2507","quickly",8,"cl",0,0
"4856","quickly",5,"co",0,0
"2508","quid",6,"cl",1,0
"2509","quiet",4,"cl",0,0
"4857","quiet",3,"co",0,0
"2510","quieter",2,"cl",1,0
"2511","quill",4,"cl",1,0
"2512","quite",178,"cl",0,0
"4859","quite",91,"co",0,0
"2513","quotation",2,"cl",1,0
"2514","quote",2,"cl",0,0
"4861","quote",2,"co",0,0
"2515","quotes",2,"cl",1,0
"2516","r",34,"cl",0,0
"4862","r",8,"co",0,0
"2517","R",6,"cl",1,0
"2518","ra",2,"cl",1,0
"2519","race",4,"cl",1,0
"2520","radio",10,"cl",1,0
"2521","rail",2,"cl",1,0
"2522","rain",2,"cl",0,0
"4864","rain",1,"co",0,0
"2523","raining",4,"cl",1,0
"2524","ram",2,"cl",1,0
"2525","rambling",2,"cl",1,0
"2526","ranch",2,"cl",1,0
"2527","random",6,"cl",0,0
"4867","random",14,"co",0,0
"2528","randomly",2,"cl",0,0
"4868","randomly",3,"co",0,0
"2529","rang",4,"cl",1,0
"2530","rant",2,"cl",1,0
"2531","rap",16,"cl",1,0
"2532","raping",2,"cl",1,0
"2533","rapper",4,"cl",1,0
"2534","rappers",2,"cl",1,0
"2535","rat",2,"cl",1,1
"2536","rather",50,"cl",0,0
"4871","rather",14,"co",0,0
"2537","rave",2,"cl",1,0
"2538","re",10,"cl",0,0
"4872","re",1,"co",0,0
"2539","reached",2,"cl",1,0
"2540","react",8,"cl",1,0
"2541","ReactJS",4,"cl",1,0
"2542","read",72,"cl",0,0
"4877","read",23,"co",0,1
"2543","reading",42,"cl",0,0
"4880","reading",10,"co",0,0
"2544","reads",4,"cl",1,0
"2545","real",42,"cl",0,0
"4882","real",1,"co",0,0
"2546","realise",4,"cl",0,0
"4883","realise",1,"co",0,0
"2547","realised",4,"cl",0,0
"4884","realised",1,"co",0,0
"2548","realist",6,"cl",1,0
"2549","realistic",2,"cl",0,0
"4886","realistic",1,"co",0,0
"2550","reality",20,"cl",1,0
"2551","really",492,"cl",0,0
"4889","really",149,"co",0,1
"2552","reaning",2,"cl",1,0
"2553","reason",32,"cl",0,0
"4890","reason",3,"co",0,0
"2554","reasonably",2,"cl",1,1
"2555","reasons",10,"cl",1,0
"2556","recap",2,"cl",1,0
"2557","receiver",2,"cl",1,0
"2558","recent",2,"cl",1,1
"2559","recently",2,"cl",0,1
"4894","recently",1,"co",0,0
"2560","recentlybut",2,"cl",0,1
"4895","recentlybut",1,"co",0,1
"2561","recommend",10,"cl",1,1
"2562","record",2,"cl",1,1
"2563","recorder",2,"cl",1,1
"2564","recording",2,"cl",0,1
"4899","recording",1,"co",0,1
"2565","recovering",2,"cl",1,1
"2566","recreates",2,"cl",1,0
"2567","recreation",2,"cl",1,0
"2568","rectangle",2,"cl",1,0
"2569","recycling",2,"cl",1,1
"2570","red",4,"cl",0,1
"4904","red",4,"co",0,1
"2571","redone",2,"cl",1,0
"2572","reduce",2,"cl",1,0
"2573","reduction",2,"cl",1,0
"2574","reel",8,"cl",0,0
"4905","reel",1,"co",0,0
"2575","reels",2,"cl",1,0
"2576","refactor",6,"cl",1,0
"2577","refactoring",2,"cl",1,0
"2578","reflections",4,"cl",1,1
"2579","reflective",2,"cl",0,0
"4910","reflective",2,"co",0,0
"2580","refused",2,"cl",1,0
"2581","regard",2,"cl",1,0
"2582","regardless",4,"cl",0,0
"4911","regardless",2,"co",0,0
"2583","registers",2,"cl",1,0
"2584","regreat",2,"cl",1,0
"2585","regretful",2,"cl",1,0
"2586","regularly",2,"cl",1,0
"2587","regulations",2,"cl",0,0
"4914","regulations",1,"co",0,0
"2588","reigns",2,"cl",1,1
"2589","relapse",4,"cl",1,0
"2590","related",2,"cl",1,0
"2591","relates",4,"cl",1,1
"2592","relating",2,"cl",0,1
"4918","relating",3,"co",0,0
"2593","relation",2,"cl",0,0
"4919","relation",1,"co",0,0
"2594","relational",4,"cl",1,0
"2595","relations",2,"cl",1,0
"2596","relationship",2,"cl",0,0
"4920","relationship",1,"co",0,0
"2597","relationships",24,"cl",1,0
"2598","relax",4,"cl",1,0
"2599","relaxation",4,"cl",1,0
"2600","relaxes",2,"cl",1,0
"2601","relaxing",2,"cl",0,0
"4923","relaxing",1,"co",0,0
"2602","release",6,"cl",0,0
"4924","release",1,"co",0,0
"2603","religion",8,"cl",1,0
"2604","remember",38,"cl",0,0
"4925","remember",7,"co",0,0
"2605","reminded",4,"cl",0,0
"4928","reminded",2,"co",0,0
"2606","removal",4,"cl",1,0
"2607","remove",2,"cl",1,0
"2608","removes",2,"cl",1,0
"2609","rename",2,"cl",1,0
"2610","rendering",6,"cl",1,0
"2611","rent",2,"cl",1,0
"2612","rented",6,"cl",1,0
"2613","reopens",2,"cl",1,0
"2614","repeat",12,"cl",0,0
"4929","repeat",1,"co",0,0
"2615","repeated",2,"cl",0,0
"4930","repeated",3,"co",0,0
"2616","repeating",10,"cl",1,1
"2617","repetitive",2,"cl",0,0
"4932","repetitive",2,"co",0,0
"2618","repository",6,"cl",1,0
"2619","represent",2,"cl",1,0
"2620","representing",4,"cl",1,0
"2621","represents",2,"cl",1,0
"2622","rescued",2,"cl",1,0
"2623","research",28,"cl",0,0
"4934","research",16,"co",0,0
"2624","researcher",2,"cl",1,0
"2625","residents",6,"cl",1,0
"2626","residing",2,"cl",1,0
"2627","resize",4,"cl",1,0
"2628","resonate",2,"cl",1,0
"2629","resource",2,"cl",1,0
"2630","resources",6,"cl",0,0
"4935","resources",1,"co",0,0
"2631","respect",4,"cl",0,0
"4936","respect",1,"co",0,0
"2632","respond",2,"cl",1,0
"2633","responded",2,"cl",1,0
"2634","responding",4,"cl",0,0
"4938","responding",1,"co",0,0
"2635","response",2,"cl",0,0
"4939","response",1,"co",0,0
"2636","responses",2,"cl",0,1
"4940","responses",2,"co",0,1
"2637","responsible",6,"cl",1,0
"2638","responsive",4,"cl",1,0
"2639","rest",10,"cl",1,0
"2640","restricted",2,"cl",0,1
"4941","restricted",1,"co",0,1
"2641","result",2,"cl",1,1
"2642","results",4,"cl",0,0
"4942","results",1,"co",0,0
"2643","reuse",4,"cl",1,0
"2644","reusing",4,"cl",1,0
"2645","revenge",2,"cl",1,0
"2646","Revolution",2,"cl",1,0
"2647","rewind",2,"cl",1,0
"2648","rhyme",8,"cl",1,1
"2649","rhymed",2,"cl",1,1
"2650","rhymes",12,"cl",1,1
"2651","rhyming",16,"cl",1,1
"2652","rhythm",2,"cl",0,1
"4944","rhythm",6,"co",0,1
"2653","rice",2,"cl",1,1
"2654","rich",2,"cl",0,1
"4946","rich",1,"co",0,0
"2655","richer",2,"cl",0,0
"4947","richer",1,"co",0,1
"2656","rid",6,"cl",0,0
"4949","rid",1,"co",0,0
"2657","ridiculous",4,"cl",1,0
"2658","right",226,"cl",0,0
"4951","right",41,"co",0,0
"2659","rigid",8,"cl",0,0
"4952","rigid",2,"co",0,0
"2660","rigs",2,"cl",1,1
"2661","ring",4,"cl",0,0
"4953","ring",1,"co",0,0
"2662","rings",8,"cl",1,0
"2663","Risperdal",4,"cl",1,0
"2664","river",2,"cl",1,0
"2665","ro",2,"cl",1,0
"2666","road",12,"cl",1,0
"2667","roads",2,"cl",1,0
"2668","rock",2,"cl",1,0
"2669","rocks",4,"cl",1,0
"2670","rod",4,"cl",1,0
"2671","Rodney",2,"cl",1,0
"2672","role",2,"cl",0,1
"4956","role",1,"co",0,0
"2673","romance",2,"cl",1,0
"2674","romantic",2,"cl",1,0
"2675","room",28,"cl",0,0
"4958","room",3,"co",0,0
"2676","rough",2,"cl",0,0
"4960","rough",7,"co",0,0
"2677","round",18,"cl",0,0
"4962","round",3,"co",0,0
"2678","routine",2,"cl",0,0
"4964","routine",2,"co",0,0
"2679","rowing",2,"cl",1,0
"2680","RPGs",2,"cl",1,0
"2681","rubbing",2,"cl",1,0
"2682","rubbish",8,"cl",1,1
"2683","ruin",2,"cl",1,1
"2684","rule",2,"cl",0,1
"4966","rule",9,"co",0,1
"2685","rules",4,"cl",0,0
"4967","rules",4,"co",0,0
"2686","run",16,"cl",0,0
"4969","run",3,"co",0,0
"2687","running",18,"cl",1,0
"2688","RWD",8,"cl",1,0
"2689","s",192,"cl",0,0
"4971","s",26,"co",0,0
"2690","S",10,"cl",0,1
"4972","S",7,"co",0,0
"2691","sa",2,"cl",1,0
"2692","sacked",4,"cl",1,0
"2693","sad",4,"cl",0,1
"4973","sad",6,"co",0,1
"2694","safari",2,"cl",1,1
"2695","said",200,"cl",0,1
"4978","said",28,"co",0,0
"2696","salt",6,"cl",1,1
"2697","salty",4,"cl",0,0
"4981","salty",18,"co",0,1
"2698","same",98,"cl",0,0
"4982","same",19,"co",0,1
"2699","sand",2,"cl",1,1
"2700","sane",2,"cl",1,0
"2701","sanity",6,"cl",1,0
"2702","Sarat",6,"cl",1,0
"2703","sat",10,"cl",0,1
"4984","sat",2,"co",0,1
"2704","satellites",2,"cl",1,0
"2705","satisifying",2,"cl",1,0
"2706","Saturday",4,"cl",1,1
"2707","save",6,"cl",1,0
"2708","saved",4,"cl",1,0
"2709","savings",2,"cl",1,0
"2710","saw",14,"cl",0,0
"4985","saw",3,"co",0,0
"2711","say",388,"cl",0,0
"4986","say",89,"co",0,1
"2712","saying",86,"cl",0,0
"4987","saying",17,"co",0,0
"2713","says",18,"cl",0,0
"4988","says",2,"co",0,0
"2714","sc",2,"cl",0,0
"4989","sc",1,"co",0,0
"2715","scan",4,"cl",1,1
"2716","scanner",4,"cl",1,0
"2717","scared",2,"cl",1,1
"2718","scary",2,"cl",1,1
"2719","scene",2,"cl",1,1
"2720","scenes",6,"cl",1,0
"2721","schizophrenia",46,"cl",0,0
"4993","schizophrenia",6,"co",0,0
"2722","schizophrenic",2,"cl",0,0
"4994","schizophrenic",1,"co",0,0
"2723","school",36,"cl",0,0
"4995","school",10,"co",0,0
"2724","schools",2,"cl",1,0
"2725","science",12,"cl",0,0
"4996","science",3,"co",0,0
"2726","sciences",6,"cl",0,0
"4997","sciences",3,"co",0,0
"2727","scientific",2,"cl",0,0
"4998","scientific",1,"co",0,0
"2728","scope",6,"cl",0,0
"4999","scope",2,"co",0,1
"2729","scratch",4,"cl",1,0
"2730","screen",12,"cl",0,0
"5000","screen",1,"co",0,1
"2731","screensaver",2,"cl",1,0
"2732","script",10,"cl",1,0
"2733","scripting",2,"cl",1,0
"2734","scripts",2,"cl",1,0
"2735","scroll",2,"cl",1,1
"2736","scrolled",2,"cl",1,0
"2737","scrolling",2,"cl",1,0
"2738","scrub",4,"cl",1,0
"2739","scrubs",2,"cl",1,0
"2740","SD",2,"cl",1,0
"2741","sea",2,"cl",0,0
"5002","sea",1,"co",0,0
"2742","search",8,"cl",1,0
"2743","searching",2,"cl",0,0
"5004","searching",1,"co",0,0
"2744","seaside",2,"cl",1,0
"2745","season",2,"cl",1,0
"2746","second",8,"cl",0,0
"5006","second",5,"co",0,0
"2747","seconds",12,"cl",0,0
"5007","seconds",1,"co",0,1
"2748","secret",2,"cl",1,0
"2749","section",6,"cl",0,0
"5008","section",2,"co",0,0
"2750","sections",2,"cl",0,0
"5009","sections",1,"co",0,0
"2751","secur",2,"cl",1,0
"2752","secure",2,"cl",1,0
"2753","securities",2,"cl",1,0
"2754","security",2,"cl",1,0
"2755","see",120,"cl",0,0
"5010","see",15,"co",0,0
"2756","seeing",12,"cl",0,0
"5011","seeing",1,"co",0,0
"2757","seem",6,"cl",0,0
"5012","seem",7,"co",0,0
"2758","seems",4,"cl",0,0
"5014","seems",4,"co",0,1
"2759","seen",16,"cl",0,0
"5015","seen",4,"co",0,0
"2760","select",2,"cl",1,0
"2761","self",8,"cl",0,0
"5018","self",3,"co",0,0
"2762","sell",6,"cl",1,0
"2763","selling",4,"cl",1,0
"2764","sells",2,"cl",1,0
"2765","semen",2,"cl",1,0
"2766","sen",2,"cl",1,0
"2767","send",14,"cl",1,0
"2768","sending",2,"cl",1,0
"2769","sense",52,"cl",0,1
"5021","sense",46,"co",0,0
"2770","sent",8,"cl",1,0
"2771","sentence",6,"cl",0,1
"5023","sentence",6,"co",0,1
"2772","sentences",8,"cl",0,1
"5024","sentences",2,"co",0,1
"2773","sequence",2,"cl",1,1
"2774","series",2,"cl",1,1
"2775","serious",2,"cl",1,1
"2776","server",4,"cl",1,0
"2777","service",2,"cl",1,0
"2778","session",2,"cl",1,0
"2779","sessions",2,"cl",1,0
"2780","set",30,"cl",0,1
"5026","set",7,"co",0,1
"2781","sets",2,"cl",1,0
"2782","seven",6,"cl",1,0
"2783","seventeen",2,"cl",1,0
"2784","seventies",2,"cl",1,1
"2785","seventy",2,"cl",1,1
"2786","several",6,"cl",0,0
"5028","several",1,"co",0,0
"2787","severe",2,"cl",0,0
"5029","severe",2,"co",0,0
"2788","sex",4,"cl",1,0
"2789","sexual",6,"cl",1,0
"2790","sh",12,"cl",0,0
"5031","sh",1,"co",0,0
"2791","shadows",4,"cl",1,0
"2792","shake",2,"cl",1,0
"2793","Shakespeare",4,"cl",1,0
"2794","Shakespearean",2,"cl",0,0
"5033","Shakespearean",1,"co",0,0
"2795","shall",8,"cl",1,0
"2796","shallows",4,"cl",1,0
"2797","shambles",6,"cl",1,0
"2798","shame",2,"cl",0,0
"5034","shame",2,"co",0,0
"2799","shape",2,"cl",0,0
"5035","shape",1,"co",0,0
"2800","shaped",2,"cl",0,0
"5036","shaped",1,"co",0,0
"2801","share",28,"cl",0,0
"5037","share",1,"co",0,0
"2802","sharing",8,"cl",0,1
"5038","sharing",1,"co",0,0
"2803","she",190,"cl",0,1
"5044","she",10,"co",0,0
"2804","sheet",2,"cl",1,0
"2805","sheets",2,"cl",1,0
"2806","sheltered",2,"cl",1,0
"2807","shine",2,"cl",1,0
"2808","shit",12,"cl",1,0
"2809","shoemaker",2,"cl",1,0
"2810","shoot",2,"cl",1,0
"2811","shop",10,"cl",1,0
"2812","shopping",6,"cl",0,0
"5047","shopping",1,"co",0,0
"2813","shops",4,"cl",1,0
"2814","short",16,"cl",0,0
"5048","short",2,"co",0,0
"2815","shot",2,"cl",1,0
"2816","should",60,"cl",0,0
"5052","should",11,"co",0,0
"2817","show",42,"cl",0,0
"5053","show",1,"co",0,0
"2818","shower",2,"cl",1,0
"2819","shown",8,"cl",1,0
"2820","shows",8,"cl",0,0
"5054","shows",1,"co",0,0
"2821","shy",4,"cl",1,1
"2822","siblings",6,"cl",1,0
"2823","sick",8,"cl",1,1
"2824","side",36,"cl",0,0
"5057","side",3,"co",0,0
"2825","sight",2,"cl",1,1
"2826","sightseeing",2,"cl",1,1
"2827","sign",2,"cl",1,0
"2828","signal",2,"cl",0,0
"5058","signal",1,"co",0,1
"2829","signals",8,"cl",1,0
"2830","signifying",2,"cl",1,0
"2831","signs",6,"cl",1,0
"2832","sike",2,"cl",1,0
"2833","silence",2,"cl",1,0
"2834","similar",4,"cl",0,0
"5061","similar",11,"co",0,0
"2835","similes",2,"cl",0,0
"5062","similes",1,"co",0,0
"2836","similie",4,"cl",1,0
"2837","similies",14,"cl",1,0
"2838","simple",10,"cl",0,0
"5063","simple",4,"co",0,0
"2839","since",24,"cl",0,0
"5065","since",2,"co",0,0
"2840","single",10,"cl",0,0
"5066","single",2,"co",0,0
"2841","singles",2,"cl",1,0
"2842","singular",2,"cl",1,0
"2843","sir",14,"cl",1,0
"2844","sister",10,"cl",1,0
"2845","sisters",2,"cl",1,0
"2846","sit",14,"cl",0,0
"5067","sit",5,"co",0,0
"2847","Site",2,"cl",1,0
"2848","sitting",10,"cl",0,0
"5068","sitting",4,"co",0,0
"2849","situation",22,"cl",0,0
"5069","situation",4,"co",0,0
"2850","six",18,"cl",1,0
"2851","Sixpence",2,"cl",1,0
"2852","sixteen",8,"cl",1,0
"2853","sixty",8,"cl",1,0
"2854","size",14,"cl",0,0
"5071","size",2,"co",0,0
"2855","sized",2,"cl",1,0
"2856","skill",8,"cl",1,0
"2857","skimpy",8,"cl",1,0
"2858","skin",2,"cl",1,0
"2859","skinny",4,"cl",1,0
"2860","skip",2,"cl",1,0
"2861","skipping",2,"cl",1,0
"2862","sky",2,"cl",1,0
"2863","skyline",2,"cl",1,0
"2864","slack",4,"cl",1,0
"2865","slang",12,"cl",1,0
"2866","sleep",2,"cl",1,0
"2867","slightly",2,"cl",0,0
"5074","slightly",3,"co",0,0
"2868","slow",6,"cl",1,0
"2869","slowing",2,"cl",1,0
"2870","slows",2,"cl",1,0
"2871","small",26,"cl",0,0
"5079","small",1,"co",0,0
"2872","smaller",2,"cl",0,0
"5080","smaller",1,"co",0,0
"2873","Smalls",2,"cl",1,0
"2874","smartphone",8,"cl",1,0
"2875","smartphones",2,"cl",1,0
"2876","smile",2,"cl",1,0
"2877","smiling",2,"cl",1,0
"2878","Smith",4,"cl",1,0
"2879","smoking",2,"cl",1,0
"2880","snap",2,"cl",1,0
"2881","snaps",2,"cl",1,0
"2882","snapshot",4,"cl",1,0
"2883","snapshots",2,"cl",1,0
"2884","snooker",2,"cl",1,0
"2885","so",1726,"cl",0,0
"5087","so",263,"co",0,0
"2886","soaking",2,"cl",1,0
"2887","social",38,"cl",0,0
"5088","social",3,"co",0,0
"2888","socially",2,"cl",1,0
"2889","society",2,"cl",1,0
"2890","soft",4,"cl",0,0
"5089","soft",2,"co",0,0
"2891","softie",2,"cl",1,0
"2892","software",38,"cl",1,0
"2893","soldier",2,"cl",1,0
"2894","solve",18,"cl",1,0
"2895","solved",2,"cl",1,0
"2896","some",228,"cl",0,0
"5090","some",47,"co",0,0
"2897","somebody",74,"cl",0,0
"5091","somebody",8,"co",0,0
"2898","somehow",6,"cl",0,0
"5092","somehow",4,"co",0,0
"2899","someone",64,"cl",0,0
"5093","someone",33,"co",0,0
"2900","Somerset",2,"cl",1,0
"2901","someth",2,"cl",1,0
"2902","something",296,"cl",0,0
"5094","something",118,"co",0,0
"2903","sometime",10,"cl",1,0
"2904","sometimes",92,"cl",0,0
"5095","sometimes",25,"co",0,0
"2905","somewhat",2,"cl",1,0
"2906","somewhere",10,"cl",0,0
"5096","somewhere",2,"co",0,0
"2907","sommat",12,"cl",1,0
"2908","Sommerset",2,"cl",1,0
"2909","son",30,"cl",0,0
"5097","son",1,"co",0,0
"2910","song",46,"cl",0,0
"5098","song",1,"co",0,0
"2911","songs",30,"cl",0,0
"5099","songs",3,"co",0,0
"2912","songwriting",14,"cl",1,0
"2913","sons",4,"cl",1,0
"2914","soon",2,"cl",0,0
"5100","soon",4,"co",0,0
"2915","sorry",76,"cl",0,0
"5101","sorry",9,"co",0,0
"2916","sort",276,"cl",0,0
"5102","sort",283,"co",0,0
"2917","sorts",10,"cl",0,0
"5103","sorts",1,"co",0,0
"2918","sound",32,"cl",0,0
"5104","sound",9,"co",0,1
"2919","sounds",12,"cl",0,0
"5105","sounds",6,"co",0,0
"2920","soup",2,"cl",1,0
"2921","Southbank",2,"cl",1,0
"2922","sp",2,"cl",1,0
"2923","space",12,"cl",1,0
"2924","span",2,"cl",1,0
"2925","spare",2,"cl",1,0
"2926","sparks",2,"cl",1,0
"2927","speak",48,"cl",0,0
"5109","speak",3,"co",0,0
"2928","speaker",4,"cl",1,0
"2929","speaking",4,"cl",0,0
"5110","speaking",1,"co",0,0
"2930","special",4,"cl",1,0
"2931","specialised",2,"cl",1,0
"2932","specific",4,"cl",0,0
"5113","specific",1,"co",0,0
"2933","specifically",6,"cl",0,0
"5114","specifically",4,"co",0,0
"2934","specifics",4,"cl",1,0
"2935","speech",26,"cl",0,0
"5115","speech",4,"co",0,0
"2936","speeches",2,"cl",1,0
"2937","speeds",6,"cl",1,0
"2938","spell",2,"cl",1,0
"2939","spelling",4,"cl",1,0
"2940","spellings",8,"cl",1,0
"2941","spend",16,"cl",0,0
"5116","spend",1,"co",0,0
"2942","spent",4,"cl",1,0
"2943","sperm",2,"cl",1,0
"2944","spiritually",8,"cl",1,0
"2945","spitted",4,"cl",1,0
"2946","spo",2,"cl",1,0
"2947","spoke",12,"cl",0,0
"5121","spoke",1,"co",0,0
"2948","spoken",6,"cl",0,0
"5122","spoken",1,"co",0,0
"2949","Spooner",2,"cl",1,0
"2950","spoonerism",16,"cl",1,0
"2951","spoonerisms",2,"cl",1,0
"2952","sport",6,"cl",1,0
"2953","sports",2,"cl",1,0
"2954","spot",2,"cl",0,0
"5125","spot",2,"co",0,0
"2955","spot's",2,"cl",1,0
"2956","spots",2,"cl",1,0
"2957","spread",2,"cl",1,0
"2958","square",2,"cl",1,0
"2959","ss",2,"cl",1,0
"2960","st",2,"cl",0,0
"5126","st",1,"co",0,0
"2961","stable",2,"cl",1,0
"2962","stack",18,"cl",1,0
"2963","staff",4,"cl",0,0
"5128","staff",2,"co",0,0
"2964","stage",2,"cl",1,0
"2965","stagnant",2,"cl",1,0
"2966","stairs",6,"cl",1,0
"2967","stall",2,"cl",1,0
"2968","stand",14,"cl",0,0
"5129","stand",3,"co",0,0
"2969","standard",8,"cl",0,0
"5130","standard",1,"co",0,0
"2970","stars",2,"cl",1,0
"2971","start",40,"cl",0,0
"5132","start",10,"co",0,0
"2972","started",36,"cl",0,0
"5133","started",11,"co",0,0
"2973","starting",8,"cl",0,0
"5134","starting",2,"co",0,0
"2974","starts",8,"cl",0,0
"5135","starts",1,"co",0,1
"2975","starvation",2,"cl",1,0
"2976","starving",2,"cl",1,0
"2977","state",2,"cl",1,0
"2978","stating",2,"cl",0,0
"5136","stating",1,"co",0,0
"2979","station",8,"cl",1,0
"2980","statistic",2,"cl",0,0
"5137","statistic",1,"co",0,0
"2981","statistics",6,"cl",0,0
"5138","statistics",3,"co",0,0
"2982","stats",4,"cl",0,0
"5139","stats",2,"co",0,0
"2983","statue",4,"cl",1,0
"2984","stay",10,"cl",1,0
"2985","stayed",6,"cl",0,0
"5140","stayed",1,"co",0,0
"2986","step",2,"cl",1,0
"2987","stepmother",2,"cl",1,0
"2988","stereotypical",2,"cl",0,0
"5141","stereotypical",1,"co",0,0
"2989","stereotyping",2,"cl",1,0
"2990","Sterling",2,"cl",1,1
"2991","stick",8,"cl",0,0
"5142","stick",3,"co",0,0
"2992","still",38,"cl",0,1
"5143","still",9,"co",0,0
"2993","stimulated",2,"cl",1,1
"2994","stock",4,"cl",1,0
"2995","stolid",2,"cl",1,0
"2996","stomach",2,"cl",1,0
"2997","stones",2,"cl",1,1
"2998","stood",2,"cl",1,0
"2999","stop",4,"cl",0,0
"5144","stop",1,"co",0,0
"3000","stopped",16,"cl",1,1
"3001","stops",6,"cl",1,0
"3002","stories",12,"cl",0,0
"5145","stories",3,"co",0,0
"3003","story",28,"cl",0,0
"5147","story",13,"co",0,0
"3004","str",2,"cl",1,0
"3005","straight",14,"cl",0,0
"5149","straight",4,"co",0,0
"3006","straightfoward",2,"cl",1,0
"3007","strange",14,"cl",0,0
"5151","strange",6,"co",0,0
"3008","strategies",2,"cl",0,0
"5152","strategies",1,"co",0,0
"3009","street",30,"cl",1,0
"3010","streets",12,"cl",1,1
"3011","strength",2,"cl",1,0
"3012","stress",2,"cl",1,0
"3013","stressful",2,"cl",1,0
"3014","strictly",2,"cl",1,0
"3015","strike",4,"cl",1,0
"3016","striking",2,"cl",1,0
"3017","strings",2,"cl",0,1
"5155","strings",1,"co",0,0
"3018","stroke",4,"cl",0,0
"5156","stroke",1,"co",0,0
"3019","strong",2,"cl",0,0
"5158","strong",2,"co",0,0
"3020","structure",6,"cl",0,0
"5161","structure",5,"co",0,0
"3021","structured",6,"cl",1,0
"3022","structures",2,"cl",1,0
"3023","struggle",12,"cl",0,0
"5162","struggle",1,"co",0,0
"3024","struggled",2,"cl",0,0
"5163","struggled",1,"co",0,0
"3025","struggles",4,"cl",1,0
"3026","struggling",2,"cl",0,0
"5164","struggling",1,"co",0,0
"3027","stuck",14,"cl",0,0
"5165","stuck",4,"co",0,0
"3028","studied",2,"cl",1,0
"3029","studies",4,"cl",0,1
"5166","studies",1,"co",0,0
"3030","study",12,"cl",0,0
"5167","study",4,"co",0,0
"3031","studying",4,"cl",1,1
"3032","stuff",152,"cl",0,1
"5168","stuff",40,"co",0,0
"3033","stupid",28,"cl",1,0
"3034","stupidity",2,"cl",1,0
"3035","stuttering",4,"cl",1,0
"3036","style",6,"cl",0,0
"5169","style",1,"co",0,0
"3037","subgenres",2,"cl",0,0
"5171","subgenres",1,"co",0,0
"3038","subject",6,"cl",0,0
"5172","subject",8,"co",0,0
"3039","subjectively",2,"cl",1,0
"3040","subjects",10,"cl",0,0
"5174","subjects",8,"co",0,0
"3041","substantiate",2,"cl",1,0
"3042","successful",2,"cl",1,0
"3043","succinct",2,"cl",1,0
"3044","such",8,"cl",0,0
"5176","such",16,"co",0,1
"3045","suffer",2,"cl",1,0
"3046","suffering",2,"cl",1,0
"3047","sufficient",2,"cl",1,0
"3048","suit",4,"cl",1,0
"3049","summer",6,"cl",0,1
"5180","summer",1,"co",0,0
"3050","sun",6,"cl",1,0
"3051","Sunday",8,"cl",1,0
"3052","sunny",4,"cl",1,0
"3053","sup",4,"cl",0,0
"5181","sup",1,"co",0,1
"3054","supp",2,"cl",1,0
"3055","support",8,"cl",0,1
"5184","support",1,"co",0,1
"3056","supported",4,"cl",1,0
"3057","supporting",2,"cl",1,1
"3058","suppose",110,"cl",0,1
"5185","suppose",37,"co",0,0
"3059","supposed",16,"cl",0,0
"5186","supposed",10,"co",0,0
"3060","suprising",2,"cl",1,0
"3061","sure",64,"cl",0,0
"5187","sure",9,"co",0,0
"3062","surprise",2,"cl",1,0
"3063","surprised",4,"cl",0,0
"5188","surprised",1,"co",0,0
"3064","surrendered",2,"cl",1,0
"3065","surrounded",2,"cl",1,0
"3066","surroundings",2,"cl",1,0
"3067","survive",2,"cl",1,0
"3068","survivor",4,"cl",1,0
"3069","sustained",4,"cl",1,0
"3070","swallowed",2,"cl",1,0
"3071","swapping",2,"cl",1,0
"3072","swear",6,"cl",0,0
"5190","swear",1,"co",0,0
"3073","sweeping",2,"cl",1,0
"3074","sweet",2,"cl",0,0
"5192","sweet",1,"co",0,0
"3075","sword",2,"cl",0,0
"5194","sword",1,"co",0,0
"3076","syndrome",2,"cl",1,0
"3077","syntax",6,"cl",1,0
"3078","sys",2,"cl",1,0
"3079","system",16,"cl",0,0
"5196","system",2,"co",0,0
"3080","t",66,"cl",0,0
"5198","t",7,"co",0,0
"3081","T",2,"cl",1,0
"3082","ta",56,"cl",0,0
"5199","ta",1,"co",0,0
"3083","table",4,"cl",0,0
"5200","table",1,"co",0,0
"3084","tablet",8,"cl",1,0
