Farbe;Dokumentname;Code;Gewicht;Segment;Erstellt von;Erstellt am;Kommentar;Dokumentgruppe;Fläche;Abdeckungsgrad %;Anfang;Ende
●;judenbuche;herr von s.;0;»Sie kommen immer zu spät«, sagte Herr von S. verdrießlich.;guhl;22.05.24 16:59:09;;;59;0.06;1207;1207
●;judenbuche;herr von s.;0;"Herr von S. hatte das innigste Mitleiden mit dem armen Schelm; bis zum";guhl;22.05.24 16:59:09;;;70;0.07;1488;1488
●;judenbuche;herr von s.;0;Herr von S. schüttelte mitleidig den Kopf:;guhl;22.05.24 16:59:09;;;42;0.04;1493;1493
●;judenbuche;herr von s.;0;sehr gütig, und Herr von S. unterhielt sich oft lange mit ihm über die;guhl;22.05.24 16:59:09;;;70;0.07;1503;1503
●;judenbuche;herr von s.;0;Herr von S. war in großer Unruhe.;guhl;22.05.24 16:59:09;;;33;0.03;1542;1542
●;judenbuche;johannes;0;»Da, Johannes!« sagte er und reichte ihm mit einer Gönnermiene das;guhl;22.05.24 16:59:38;;;66;0.06;465;465
●;judenbuche;johannes;0;-- Johannes warf noch;guhl;22.05.24 16:59:38;;;21;0.02;467;467
●;judenbuche;johannes;0;"meine Violine versprochen; er ist ja doch ein armes Kind; Johannes heißt";guhl;22.05.24 16:59:38;;;72;0.07;490;490
●;judenbuche;johannes;0;Johannes Niemand heißt er.;guhl;22.05.24 16:59:38;;;26;0.02;493;493
●;judenbuche;johannes;0;»Warte, Johannes,« sagte Friedrich stolz, »ich will dir mein halbes;guhl;22.05.24 16:59:38;;;67;0.06;503;503
●;judenbuche;johannes;0;"In diesem Augenblick trat Johannes Niemand in die Kammer; dünn und lang";guhl;22.05.24 16:59:38;;;71;0.07;800;800
●;judenbuche;johannes;0;"mußt aber kommen,« keuchte Johannes; »er hat gesagt, ich müßte dich";guhl;22.05.24 16:59:38;;;67;0.06;806;806
●;judenbuche;johannes;0;und war schon zur Türe hinaus mit Johannes.;guhl;22.05.24 16:59:38;;;43;0.04;813;813
●;judenbuche;johannes;0;»Johannes!« rief er gebieterisch, und heran trat sein Schützling von dem;guhl;22.05.24 16:59:38;;;72;0.07;1012;1012
●;judenbuche;johannes;0;vielmehr ward geschoben, Johannes Niemand, den Kopf zwischen die;guhl;22.05.24 16:59:38;;;64;0.06;1034;1034
●;judenbuche;johannes;0;Was ists? was habt ihr mit unserem Johannes?« rief Friedrich;guhl;22.05.24 16:59:38;;;60;0.06;1036;1036
●;judenbuche;johannes;0;Johannes,;guhl;22.05.24 16:59:38;;;9;0.01;1039;1039
●;judenbuche;johannes;0;Johannes Niemand, der arme, unbeachtete Johannes, am gleichen Tage mit;guhl;22.05.24 16:59:38;;;70;0.07;1308;1308
●;judenbuche;johannes;0;Johannes Niemand erkannt, und er selbst bestätigte, daß er derselbe sei,;guhl;22.05.24 16:59:38;;;72;0.07;1372;1372
●;judenbuche;johannes;0;»Johannes, Johannes, was seid Ihr grau geworden!« sagte eine alte Frau.;guhl;22.05.24 16:59:38;;;71;0.07;1381;1381
●;judenbuche;johannes;0;-- »Nicht?« sagte Johannes und horchte;guhl;22.05.24 16:59:38;;;38;0.04;1390;1390
●;judenbuche;johannes;0;»Alles hin, alles tot!« seufzte Johannes.;guhl;22.05.24 16:59:38;;;41;0.04;1410;1410
●;judenbuche;johannes;0;»Nun, Johannes,« sagte der Gutsherr, »erzähl mir einmal recht ordentlich;guhl;22.05.24 16:59:38;;;72;0.07;1422;1422
●;judenbuche;johannes;0;Johannes begann: wie Mergel ihn nachts von der Herde abgerufen und;guhl;22.05.24 16:59:38;;;66;0.06;1426;1426
●;judenbuche;johannes;0;-- Johannes sah vor sich nieder:;guhl;22.05.24 16:59:38;;;32;0.03;1428;1428
●;judenbuche;johannes;0;Johannes schien noch vor der Erinnerung zu schaudern, und der Gutsherr;guhl;22.05.24 16:59:38;;;70;0.07;1441;1441
●;judenbuche;johannes;0;Johannes erzählte nun, wie sie glücklich durch P. und über die Grenze;guhl;22.05.24 16:59:38;;;69;0.07;1444;1444
●;judenbuche;johannes;0;fischten mich auf, aus dem Bosporus«, versetzte Johannes.;guhl;22.05.24 16:59:38;;;57;0.05;1466;1466
●;judenbuche;johannes;0;"ihn befremdet an und hob den Finger warnend auf; aber Johannes erzählte";guhl;22.05.24 16:59:38;;;71;0.07;1467;1467
●;judenbuche;johannes;0;Johannes seufzte tief:;guhl;22.05.24 16:59:38;;;22;0.02;1477;1477
●;judenbuche;johannes;0;»Da, Johannes, nun geh und komm bald wieder.;guhl;22.05.24 16:59:38;;;44;0.04;1480;1480
●;judenbuche;johannes;0;"bist wohl noch sehr müde?« -- »Sehr müde«, versetzte Johannes; »und«, er";guhl;22.05.24 16:59:38;;;72;0.07;1482;1482
●;judenbuche;johannes;0;"»Herr,« sagte Johannes, »ich kann auch noch wohl etwas tun; ich kann";guhl;22.05.24 16:59:38;;;68;0.06;1491;1491
●;judenbuche;johannes;0;Am folgenden Tage bezog Johannes sein Kämmerchen bei einer Witwe im;guhl;22.05.24 16:59:38;;;67;0.06;1499;1499
●;judenbuche;johannes;0;»Der Johannes könnte viel erzählen,« sagte er zu seiner Frau, »wenn er;guhl;22.05.24 16:59:38;;;70;0.07;1505;1505
●;judenbuche;johannes;0;Nach einiger Zeit blieb Johannes auf einem Botengange über Gebühr lange;guhl;22.05.24 16:59:38;;;71;0.07;1510;1510
●;judenbuche;johannes;0;"»Du bist lange ausgeblieben, Johannes,« sagte sie; »ich dachte schon, du";guhl;22.05.24 16:59:38;;;72;0.07;1513;1513
●;judenbuche;johannes;0;Auch Johannes schien unter dem Einflusse des nahen;guhl;22.05.24 16:59:38;;;50;0.05;1526;1526
●;judenbuche;johannes;0;Seine Unruhe trieb ihn sogar nach Johannes';guhl;22.05.24 16:59:38;;;43;0.04;1560;1560
●;judenbuche;johannes;0;Johannes sei nicht mehr in der Gegend, wenigstens nicht lebendig.;guhl;22.05.24 16:59:38;;;65;0.06;1572;1572
●;judenbuche;johannes;0;»Gott, es ist Johannes!;guhl;22.05.24 16:59:38;;;23;0.02;1612;1612
●;judenbuche;blaukittel;0;Blaukittel alle ihre Vorgänger so weit an List und Frechheit übertraf,;guhl;22.05.24 17:00:25;;;70;0.07;589;589
●;judenbuche;blaukittel;0;Blaukitteln gehörten, aber keines konnte als dringend verdächtig;guhl;22.05.24 17:00:25;;;64;0.06;608;608
●;judenbuche;blaukittel;0;hatten, während zu ebendieser Zeit die Blaukittel eine ihrer stärksten;guhl;22.05.24 17:00:25;;;70;0.07;612;612
●;judenbuche;blaukittel;0;verlassen, wenn die Blaukittel schon zum andern einzogen.;guhl;22.05.24 17:00:25;;;57;0.05;620;620
●;judenbuche;blaukittel;0;länger als ein volles Jahr, Wächter und Blaukittel, Blaukittel und;guhl;22.05.24 17:00:25;;;66;0.06;621;621
●;judenbuche;blaukittel;0;selbst bestellt habt, so müssen es die Blaukittel sein, denn aus dem;guhl;22.05.24 17:00:25;;;68;0.06;698;698
●;judenbuche;blaukittel;0;»Wißt Ihr wohl,« sagte er dann, »daß die Blaukittel in dieser;guhl;22.05.24 17:00:25;;;61;0.06;757;757
●;judenbuche;blaukittel;0;"wiederholte der Schreiber, sie scharf fixierend; »von den Blaukitteln";guhl;22.05.24 17:00:25;;;69;0.07;771;771
●;judenbuche;blaukittel;0;obschon alle Umstände die Blaukittel dringend verdächtigten, man doch;guhl;22.05.24 17:00:25;;;69;0.07;819;819
●;judenbuche;blaukittel;0;"ihm von einem Vorhaben der Blaukittel müsse Kunde zugekommen sein; doch";guhl;22.05.24 17:00:25;;;71;0.07;831;831
●;judenbuche;blaukittel;0;schnellen Folge der Schläge geschlossen, daß die Blaukittel am Werk;guhl;22.05.24 17:00:25;;;67;0.06;838;838
●;judenbuche;blaukittel;0;Blaukitteln schien durch das Aufsehen, das der Vorgang gemacht, und die;guhl;22.05.24 17:00:25;;;71;0.07;903;903
●;judenbuche;brandis;0;Juden sind alle Schelme.« »Aber, Mutter, Brandis sagt auch, daß er Holz;guhl;22.05.24 17:01:05;;;71;0.07;254;254
●;judenbuche;brandis;0;und Rehe stiehlt.« -- »Kind, Brandis ist ein Förster.« -- »Mutter, lügen;guhl;22.05.24 17:01:05;;;72;0.07;255;255
●;judenbuche;brandis;0;Herr Brandis,;guhl;22.05.24 17:01:05;;;13;0.01;675;675
●;judenbuche;brandis;0;-- Brandis wandte sich zu;guhl;22.05.24 17:01:05;;;25;0.02;681;681
●;judenbuche;brandis;0;Als einer nach dem andern im Dickicht verschwunden war, trat Brandis;guhl;22.05.24 17:01:05;;;68;0.06;684;684
●;judenbuche;brandis;0;An der Buche?« sagte Brandis zweifelhaft, »nein, dort hinüber, nach;guhl;22.05.24 17:01:05;;;67;0.06;709;709
●;judenbuche;brandis;0;von Brandis gehört?« fragte er plötzlich.;guhl;22.05.24 17:01:05;;;41;0.04;766;766
●;judenbuche;brandis;0;wollte Gott, er könnt es!« -- »Hat er Euch nichts von Brandis erzählt?«;guhl;22.05.24 17:01:05;;;71;0.07;791;791
●;judenbuche;brandis;0;Brandis habe sie am Zehnten abends zur Runde bestellt, da;guhl;22.05.24 17:01:05;;;57;0.05;830;830
●;judenbuche;brandis;0;vier Uhr habe Brandis gesagt:;guhl;22.05.24 17:01:05;;;29;0.03;835;835
●;judenbuche;brandis;0;Ferner: nachdem Brandis sie ohne Weisung;guhl;22.05.24 17:01:05;;;40;0.04;842;842
●;judenbuche;brandis;0;So fand ihn der Förster Brandis, der Sohn des;guhl;22.05.24 17:01:05;;;45;0.04;1414;1414
●;judenbuche;brandis;0;Vierzehn Tage später kehrte der junge Brandis morgens von einer;guhl;22.05.24 17:01:05;;;63;0.06;1577;1577
●;judenbuche;brandis;0;Brandis war sehr ermüdet.;guhl;22.05.24 17:01:05;;;25;0.02;1581;1581
●;judenbuche;brandis;0;Brandis;guhl;22.05.24 17:01:05;;;7;0.01;1590;1590
●;judenbuche;brandis;0;hast du da, Bello? eine Katze?« murmelte Brandis.;guhl;22.05.24 17:01:05;;;49;0.05;1594;1594
●;judenbuche;brandis;0;Hiebei sah Brandis, wie;guhl;22.05.24 17:01:05;;;23;0.02;1598;1598
●;judenbuche;brandis;0;»Herr,« keuchte Brandis, »wenn Euer Gnaden dagewesen wären, so wüßten;guhl;22.05.24 17:01:05;;;69;0.07;1604;1604
●;judenbuche;förster;0;Holzfrevler zu ermutigen, und der Umstand, daß alles umher von Förstern;guhl;22.05.24 17:01:32;;;71;0.07;88;88
●;judenbuche;förster;0;und Rehe stiehlt.« -- »Kind, Brandis ist ein Förster.« -- »Mutter, lügen;guhl;22.05.24 17:01:32;;;72;0.07;255;255
●;judenbuche;förster;0;die Förster?«;guhl;22.05.24 17:01:32;;;13;0.01;256;256
●;judenbuche;förster;0;sie das Erkennen erschwerten, wenn etwa ein Förster noch einzelne;guhl;22.05.24 17:01:32;;;65;0.06;595;595
●;judenbuche;förster;0;"sein, denn die Förster konnten wochenlang umsonst wachen; in der ersten";guhl;22.05.24 17:01:32;;;71;0.07;603;603
●;judenbuche;förster;0;umher ebenso unwissend und gespannt schien als die Förster selber.;guhl;22.05.24 17:01:32;;;66;0.06;606;606
●;judenbuche;förster;0;-- Der Knabe warf einen raschen Blick auf des Försters;guhl;22.05.24 17:01:32;;;54;0.05;677;677
●;judenbuche;förster;0;Die ohnehin dunkle Gesichtsfarbe des Försters ging in tiefes Braunrot;guhl;22.05.24 17:01:32;;;69;0.07;679;679
●;judenbuche;förster;0;Ein verlegenes Murmeln war die ganze Antwort des Försters, der nach Art;guhl;22.05.24 17:01:32;;;71;0.07;705;705
●;judenbuche;förster;0;den andern Förstern wollt, die sind dort an der Buche hinaufgegangen.«;guhl;22.05.24 17:01:32;;;70;0.07;708;708
●;judenbuche;förster;0;Der Förster schlug den bezeichneten Weg ein.;guhl;22.05.24 17:01:32;;;44;0.04;714;714
●;judenbuche;förster;0;Gereute es ihn vielleicht, den Förster nicht um Verschweigung;guhl;22.05.24 17:01:32;;;61;0.06;724;724
●;judenbuche;förster;0;Es war der Förster, der den Flintenstein schärfte.;guhl;22.05.24 17:01:32;;;50;0.05;728;728
●;judenbuche;förster;0;Förster, kurz, den ganzen eben beschriebenen Vorgang, mit Ausnahme;guhl;22.05.24 17:01:32;;;66;0.06;734;734
●;judenbuche;förster;0;"den Oberförster sehr übel gestimmt; sonst sei alles still gewesen.";guhl;22.05.24 17:01:32;;;66;0.06;834;834
●;judenbuche;förster;0;aufgehört, stillegestanden, um den Oberförster zu erwarten.;guhl;22.05.24 17:01:32;;;59;0.06;845;845
●;judenbuche;förster;0;überlegt, daß es zu nichts nützen könne, den Oberförster zu erwarten,;guhl;22.05.24 17:01:32;;;69;0.07;855;855
●;judenbuche;förster;0;"Gestrüpp blitzen sehen; es war die Gurtschnalle des Oberförsters, den";guhl;22.05.24 17:01:32;;;69;0.07;860;860
●;judenbuche;förster;0;"Dies waren die Aussagen der Förster; nun kamen die Bauern an die Reihe,";guhl;22.05.24 17:01:32;;;71;0.07;864;864
●;judenbuche;förster;0;bestimmt und erzählte den Vorgang zwischen ihm und dem Oberförster;guhl;22.05.24 17:01:32;;;66;0.06;874;874
●;judenbuche;förster;0;Der Förster lag am Ausgange des Masterholzes, über dreiviertel;guhl;22.05.24 17:01:32;;;62;0.06;877;877
●;judenbuche;förster;0;Oberförsters eingeklammert gefunden hatte.;guhl;22.05.24 17:01:32;;;42;0.04;891;891
●;judenbuche;förster;0;geschlossen und allen Förstern streng eingeschärft, die Judenbuche auf;guhl;22.05.24 17:01:32;;;70;0.07;1269;1269
●;judenbuche;förster;0;So fand ihn der Förster Brandis, der Sohn des;guhl;22.05.24 17:01:32;;;45;0.04;1414;1414
●;judenbuche;förster;0;und Försters Wilhelm!;guhl;22.05.24 17:01:32;;;21;0.02;1534;1534
●;judenbuche;förster;0;Dann wandte er sich zu den Förstern:;guhl;22.05.24 17:01:32;;;36;0.03;1619;1619
●;judenbuche;buche;0;Die Judenbuche;guhl;22.05.24 17:01:52;;;14;0.01;1;1
●;judenbuche;buche;0;*** START OF THE PROJECT GUTENBERG EBOOK DIE JUDENBUCHE ***;guhl;22.05.24 17:01:52;;;59;0.06;8;8
●;judenbuche;buche;0;Die an der Buche angebrachte hebräische Inschrift ist in der vorliegenden;guhl;22.05.24 17:01:52;;;73;0.07;16;16
●;judenbuche;buche;0;Die Judenbuche;guhl;22.05.24 17:01:52;;;14;0.01;21;21
●;judenbuche;buche;0;Diese letzten Worte wurden unter dem Schirme einer weiten Buche;guhl;22.05.24 17:01:52;;;63;0.06;388;388
●;judenbuche;buche;0;unterbrochen worden sein, denn eine Buche lag quer über dem Pfad, in;guhl;22.05.24 17:01:52;;;68;0.06;408;408
●;judenbuche;buche;0;den andern Förstern wollt, die sind dort an der Buche hinaufgegangen.«;guhl;22.05.24 17:01:52;;;70;0.07;708;708
●;judenbuche;buche;0;An der Buche?« sagte Brandis zweifelhaft, »nein, dort hinüber, nach;guhl;22.05.24 17:01:52;;;67;0.06;709;709
●;judenbuche;buche;0;"dem Mastergrunde.« -- »Ich sage Euch, an der Buche; des langen Heinrich";guhl;22.05.24 17:01:52;;;71;0.07;710;710
●;judenbuche;buche;0;worden und hatten unter einer großen, am Berghange stehenden Buche;guhl;22.05.24 17:01:52;;;66;0.06;1156;1156
●;judenbuche;buche;0;Der Gegenstand war die Buche, unter der Aarons Stab gefunden und wo der;guhl;22.05.24 17:01:52;;;71;0.07;1262;1262
●;judenbuche;buche;0;geschlossen und allen Förstern streng eingeschärft, die Judenbuche auf;guhl;22.05.24 17:01:52;;;70;0.07;1269;1269
●;judenbuche;buche;0;Buche mit dem Beil eingehauen:;guhl;22.05.24 17:01:52;;;30;0.03;1277;1277
●;judenbuche;buche;0;Ringsumher kein Baum außer der Judenbuche.;guhl;22.05.24 17:01:52;;;42;0.04;1584;1584
●;judenbuche;buche;0;unterdessen umher, kratzte am Stamm der Buche und bellte hinauf.;guhl;22.05.24 17:01:52;;;64;0.06;1593;1593
●;judenbuche;buche;0;Totenbleich kam er auf dem Schlosse an: in der Judenbuche hänge ein;guhl;22.05.24 17:01:52;;;67;0.06;1601;1601
●;judenbuche;buche;0;Sie waren unter der Buche angelangt.;guhl;22.05.24 17:01:52;;;36;0.03;1608;1608
●;judenbuche;buche;0;End of Project Gutenberg's Die Judenbuche, by Annette von Droste-Hülshoff;guhl;22.05.24 17:01:52;;;73;0.07;1628;1628
●;judenbuche;wald;0;Produced by Peter Becker, Martin Oswald and the Online;guhl;22.05.24 17:03:24;;;54;0.05;6;6
●;judenbuche;wald;0;Produced by Peter Becker, Martin Oswald and the Online;guhl;22.05.24 17:03:25;;;54;0.05;9;9
●;judenbuche;wald;0;Waldschlucht eines bedeutenden und geschichtlich merkwürdigen Gebirges.;guhl;22.05.24 17:03:25;;;71;0.07;45;45
●;judenbuche;wald;0;Da jedoch große und ergiebige Waldungen den Hauptreichtum des;guhl;22.05.24 17:03:25;;;61;0.06;77;77
●;judenbuche;wald;0;Waldeinsamkeit mochte schon früh den angeborenen Starrsinn der Gemüter;guhl;22.05.24 17:03:25;;;70;0.07;84;84
●;judenbuche;wald;0;oder mehrerer Forstbeamten, die aus dem Walde getragen wurden,;guhl;22.05.24 17:03:25;;;62;0.06;103;103
●;judenbuche;wald;0;Telgengrund? im Roderholze? im Teutoburger Wald? auch des Nachts und;guhl;22.05.24 17:03:25;;;68;0.06;325;325
●;judenbuche;wald;0;Jetzt nahten die beiden sich der Stelle des Teutoburger Waldes, wo das;guhl;22.05.24 17:03:25;;;70;0.07;370;370
●;judenbuche;wald;0;schweigend den übrigen Teil des Waldes zurück, und das Dorf Brede lag;guhl;22.05.24 17:03:25;;;69;0.07;426;426
●;judenbuche;wald;0;in einer Waldlichtung liegend, scheinbar gedankenlos und das Moos von;guhl;22.05.24 17:03:25;;;69;0.07;584;584
●;judenbuche;wald;0;Wanderraupe, ganze Waldstrecken wurden in einer Nacht gefällt und auf;guhl;22.05.24 17:03:25;;;69;0.07;597;597
●;judenbuche;wald;0;"Aus dem Walde drang von Zeit zu Zeit ein dumpfer, krachender Schall;";guhl;22.05.24 17:03:25;;;68;0.06;641;641
●;judenbuche;wald;0;Hast du nichts im Walde gehört?«;guhl;22.05.24 17:03:25;;;32;0.03;676;676
●;judenbuche;wald;0;Im Walde?«;guhl;22.05.24 17:03:25;;;10;0.01;677;677
●;judenbuche;wald;0;In Gottes Namen, ja, daß er ihn im Walde geschimpft und unsere Armut;guhl;22.05.24 17:03:25;;;68;0.06;792;792
●;judenbuche;wald;0;bemerkt, daß das Getöse im noch ziemlich weit entfernten Walde gänzlich;guhl;22.05.24 17:03:25;;;71;0.07;844;844
●;judenbuche;wald;0;gewesen, kein Laut mehr im Walde, von zwanzig gefällten Stämmen noch;guhl;22.05.24 17:03:25;;;68;0.06;849;849
●;judenbuche;wald;0;sei man rasch der andern Seite des Waldes zugeschritten in der Hoffnung,;guhl;22.05.24 17:03:25;;;72;0.07;856;856
●;judenbuche;wald;0;sich einem von ihnen beim Ausgange des Waldes die Flaschenschnur in;guhl;22.05.24 17:03:25;;;67;0.06;858;858
●;judenbuche;wald;0;umhergestöbert und sich endlich, trotz allem Locken, im Walde verlaufen.;guhl;22.05.24 17:03:25;;;72;0.07;1158;1158
●;judenbuche;wald;0;"hielten wir im Walde; es war ein Mordwetter; ich dachte, der Wind werde";guhl;22.05.24 17:03:25;;;71;0.07;1219;1219
●;judenbuche;wald;0;ein Span daran ist.« -- »Aber wenn ich nun den Wald hauen lasse, so;guhl;22.05.24 17:03:25;;;67;0.06;1266;1266
●;judenbuche;wald;0;Sie blieben über eine Stunde im Walde und kehrten dann ebenso ernst und;guhl;22.05.24 17:03:25;;;71;0.07;1274;1274
●;judenbuche;wald;0;Walde erschlagen und doch nur sechs Groschen bei ihm gefunden habe.;guhl;22.05.24 17:03:25;;;67;0.06;1297;1297
●;judenbuche;wald;0;»Die Leute sagten mir, der Wald sei gefällt,;guhl;22.05.24 17:03:25;;;44;0.04;1518;1518
●;judenbuche;wald;0;der andern Seite des Waldes bemerkt hatte, wo er im Gebüsch gesessen,;guhl;22.05.24 17:03:25;;;69;0.07;1551;1551
●;judenbuche;wald;0;man sich überzeugt, daß die Tiere den ganzen Wald abgesucht hatten.;guhl;22.05.24 17:03:25;;;67;0.06;1557;1557
●;judenbuche;forst;0;Landes ausmachten, ward allerdings scharf über die Forsten gewacht, aber;guhl;22.05.24 17:03:57;;;72;0.07;78;78
●;judenbuche;forst;0;oder mehrerer Forstbeamten, die aus dem Walde getragen wurden,;guhl;22.05.24 17:03:57;;;62;0.06;103;103
●;judenbuche;forst;0;Der Schaden in den Forsten war indes allzu groß, deshalb wurden die;guhl;22.05.24 17:03:57;;;67;0.06;615;615
●;judenbuche;forst;0;versehen und den Forstbeamten zugesellt.;guhl;22.05.24 17:03:57;;;40;0.04;618;618
●;judenbuche;forst;0;gering, und die Wächter hatten oft kaum das eine Ende des Forstes;guhl;22.05.24 17:03:57;;;65;0.06;619;619
●;judenbuche;forst;0;Entfernung nah bei den Kühen, die, unbekümmert um die Forstgesetze,;guhl;22.05.24 17:03:57;;;67;0.06;638;638
●;judenbuche;forst;0;Acht Forstbeamte wurden vernommen.;guhl;22.05.24 17:03:57;;;34;0.03;829;829
●;judenbuche;mutter;0;»Mutter, kommt der Vater heute nicht?« fragte er.;guhl;22.05.24 17:15:45;;;49;0.05;181;181
●;judenbuche;mutter;0;»Nein, Kind, morgen.« -- »Aber warum nicht, Mutter?;guhl;22.05.24 17:15:45;;;51;0.05;182;182
●;judenbuche;mutter;0;Mutter -- es pocht draußen!« -- »Still,;guhl;22.05.24 17:15:45;;;39;0.04;189;189
●;judenbuche;mutter;0;"Nein, Mutter, an der Tür!« -- »Sie schließt nicht; die Klinke ist";guhl;22.05.24 17:15:45;;;65;0.06;191;191
●;judenbuche;mutter;0;-- Die Mutter;guhl;22.05.24 17:15:45;;;13;0.01;193;193
●;judenbuche;mutter;0;Wo ist der Teufel, Mutter?« -- »Wart, du Unrast! er steht vor der Tür;guhl;22.05.24 17:15:45;;;69;0.07;195;195
●;judenbuche;mutter;0;Nach einer Weile bemerkte er, daß die Mutter auch;guhl;22.05.24 17:15:45;;;49;0.05;201;201
●;judenbuche;mutter;0;Friedrich, bist du wach?« -- »Ja, Mutter.« -- »Kind, bete ein;guhl;22.05.24 17:15:45;;;61;0.06;205;205
●;judenbuche;mutter;0;"Mutter, gewiß, da sind Leute, die pochen.« -- »Ach nein, Kind; aber es";guhl;22.05.24 17:15:45;;;70;0.07;211;211
●;judenbuche;mutter;0;"Die Mutter richtete sich auf; das Toben des Sturms ließ einen Augenblick";guhl;22.05.24 17:15:45;;;72;0.07;214;214
●;judenbuche;mutter;0;Mutter.;guhl;22.05.24 17:15:45;;;7;0.01;224;224
●;judenbuche;mutter;0;Ostern gehen wir zusammen eine Bittfahrt zur Mutter Gottes von Werl.«;guhl;22.05.24 17:15:45;;;69;0.07;238;238
●;judenbuche;mutter;0;"Friedrich kam scheu heran; die Mutter war ihm ganz unheimlich geworden";guhl;22.05.24 17:15:45;;;70;0.07;245;245
●;judenbuche;mutter;0;willst du unartig sein und lügen, oder saufen und stehlen?« -- »Mutter,;guhl;22.05.24 17:15:45;;;71;0.07;248;248
●;judenbuche;mutter;0;Juden sind alle Schelme.« »Aber, Mutter, Brandis sagt auch, daß er Holz;guhl;22.05.24 17:15:45;;;71;0.07;254;254
●;judenbuche;mutter;0;und Rehe stiehlt.« -- »Kind, Brandis ist ein Förster.« -- »Mutter, lügen;guhl;22.05.24 17:15:45;;;72;0.07;255;255
●;judenbuche;mutter;0;seiner Mutter Kühe allein an das andere Ende des Tales, wo man ihn oft;guhl;22.05.24 17:15:45;;;70;0.07;283;283
●;judenbuche;mutter;0;Er war zwölf Jahre alt, als seine Mutter einen Besuch von ihrem jüngern;guhl;22.05.24 17:15:45;;;71;0.07;287;287
●;judenbuche;mutter;0;Welcher Mutter geht das Herz nicht auf, wenn sie ihr Kind loben hört?;guhl;22.05.24 17:15:45;;;69;0.07;317;317
●;judenbuche;mutter;0;"In der Mutter Züge kam ein heimliches, stolzes Lächeln; ihres Friedrichs";guhl;22.05.24 17:15:45;;;72;0.07;331;331
●;judenbuche;mutter;0;zwar nicht gänzlich seiner Mutter entziehen, aber doch über den größten;guhl;22.05.24 17:15:45;;;71;0.07;341;341
●;judenbuche;mutter;0;die Mutter zuweilen welchen?« -- »Die Mutter hat selbst keinen«, sagte;guhl;22.05.24 17:15:45;;;70;0.07;376;376
●;judenbuche;mutter;0;»Betet die Mutter noch so viel?« hob Simon wieder an.;guhl;22.05.24 17:15:45;;;53;0.05;382;382
●;judenbuche;mutter;0;Die Mutter betet in;guhl;22.05.24 17:15:45;;;19;0.02;384;384
●;judenbuche;mutter;0;Der Ruf seiner Mutter störte ihn aus Gedanken, die ihm ebenso neu als;guhl;22.05.24 17:15:45;;;69;0.07;481;481
●;judenbuche;mutter;0;Was willst du, Mutter?« -- »Wie;guhl;22.05.24 17:15:45;;;31;0.03;491;491
●;judenbuche;mutter;0;Butterbrot geben, es ist mir doch zu groß, die Mutter schneidet allemal;guhl;22.05.24 17:15:45;;;71;0.07;504;504
●;judenbuche;mutter;0;Mutter hielt.;guhl;22.05.24 17:15:45;;;13;0.01;550;550
●;judenbuche;mutter;0;denkt an meine Mutter!« -- »Das tu ich.;guhl;22.05.24 17:15:45;;;39;0.04;676;676
●;judenbuche;mutter;0;und an meiner Tür soll deine Mutter, die alte Hexe, keine verschimmelte;guhl;22.05.24 17:15:45;;;71;0.07;689;689
●;judenbuche;mutter;0;»Mutter!« rief Friedrich aus der Kammer.;guhl;22.05.24 17:15:45;;;40;0.04;740;740
●;judenbuche;mutter;0;»Mutter!« rief Friedrich.;guhl;22.05.24 17:15:45;;;25;0.02;745;745
●;judenbuche;mutter;0;Mutter.;guhl;22.05.24 17:15:45;;;7;0.01;779;779
●;judenbuche;mutter;0;"Friedrich, wie ist dir?« sagte die Mutter; »hast du";guhl;22.05.24 17:15:45;;;51;0.05;796;796
●;judenbuche;mutter;0;"»Mutter, Mutter, um Gottes willen laß mich schlafen; ich kann nicht";guhl;22.05.24 17:15:45;;;67;0.06;798;798
●;judenbuche;mutter;0;Mutter, »wenn die Kinder klein sind, treten sie uns in den Schoß, und;guhl;22.05.24 17:15:45;;;69;0.07;814;814
●;judenbuche;mutter;0;seine Mutter darbte.;guhl;22.05.24 17:15:45;;;20;0.02;962;962
●;judenbuche;mutter;0;Mutter, und der dennoch durch seine gefürchtete Kühnheit und noch mehr;guhl;22.05.24 17:15:45;;;70;0.07;975;975
●;judenbuche;mutter;0;"Sonntagskleider und seiner Mutter ärmlicher Staat; dann zwei";guhl;22.05.24 17:15:45;;;60;0.06;1194;1194
●;judenbuche;mutter;0;Jahren, eine alte Mutter und fünf Kinder.;guhl;22.05.24 17:15:45;;;41;0.04;1363;1363
●;judenbuche;gutsherr;0;Gutsherrn hatte den Gerichtsschreiber genötigt, auf eigene Hand die;guhl;22.05.24 17:16:22;;;67;0.06;822;822
●;judenbuche;gutsherr;0;Gutsherrschaft anlangte, saß er gerade hinter der Baßgeige und strich;guhl;22.05.24 17:16:22;;;69;0.07;1010;1010
●;judenbuche;gutsherr;0;Die Gutsherrschaft war indessen in die Kammer getreten, wo der Braut von;guhl;22.05.24 17:16:22;;;72;0.07;1069;1069
●;judenbuche;gutsherr;0;und die Menge teilte sich, wie der Wagen des Gutsherrn in den Hof;guhl;22.05.24 17:16:22;;;65;0.06;1095;1095
●;judenbuche;gutsherr;0;»Dummes Zeug!« sagte der Gutsherr verdrießlich und trat in die Kammer,;guhl;22.05.24 17:16:22;;;70;0.07;1112;1112
